,MA,MA,MA,MA,MA,PYPL,PYPL,PYPL,PYPL,PYPL,SQ,SQ,SQ,SQ,SQ,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,
2020-06-11 00:00:00-04:00,305.01,306.49,291.06,291.52,5707242,158.34,159.5,153.0,153.08,7223988,87.75,90.0,85.77,86.12,28200560,195.14,196.36,188.75,189.04,9403448
2020-06-12 00:00:00-04:00,298.79,299.99,294.25,294.26,1334780,157.06,157.21,154.31,154.31,1879516,89.02,89.18,85.72,85.76,5399378,194.21,195.0,190.6,190.6,2289337
2020-06-15 00:00:00-04:00,290.0,298.92,288.75,297.31,3367047,152.63,157.92,152.22,157.62,4330304,84.79,91.3,84.06,91.09,19013228,187.0,192.484,186.21,191.86,5948238
2020-06-16 00:00:00-04:00,305.91,309.09,300.11,304.88,3513864,160.19,162.83,158.3,161.29,10853250,93.07,95.8681,92.56,94.79,25467220,196.86,198.38,191.795,193.12,9456722
2020-06-17 00:00:00-04:00,305.0,307.48,303.08,303.76,2120517,162.84,164.9597,161.66,163.78,9497940,94.78,100.0,94.7,97.01,33213432,193.66,195.37,193.06,193.51,4896986
2020-06-18 00:00:00-04:00,301.83,305.1,300.5,304.83,2298869,164.72,168.83,164.31,168.1,6734045,97.0,98.6499,95.82,98.27,16298028,192.6,194.25,192.11,193.91,4079278
2020-06-19 00:00:00-04:00,309.5,309.5,299.5,299.5,3701805,170.6,171.12,164.01,164.431,8364134,100.1,102.26,97.94,97.99,26407198,196.89,197.1,191.37,192.0,7944115
2020-06-22 00:00:00-04:00,299.6,304.95,297.7281,304.35,3004196,165.58,170.9,165.55,170.32,6226863,99.74,105.46,99.25,104.24,16101162,191.99,196.36,191.29,194.96,6001414
2020-06-23 00:00:00-04:00,307.03,310.43,304.42,306.97,3166183,172.0,175.4,170.4,172.71,6657057,105.0,106.36,103.05,104.74,13391491,196.25,200.1499,195.82,197.97,7033828
2020-06-24 00:00:00-04:00,305.0,305.515,293.06,294.31,4533716,170.595,173.48,164.29,168.08,7971640,104.0,105.7492,98.93,100.88,12894746,197.02,197.48,190.69,191.54,7889466
2020-06-25 00:00:00-04:00,294.16,298.39,290.671,298.02,2740516,169.0,172.78,168.19,172.51,5728963,102.46,106.15,101.286,104.88,12446004,191.1,194.24,189.9,193.88,6041977
2020-06-26 00:00:00-04:00,296.88,298.105,289.17,289.28,3052245,173.71,173.71,168.6,170.87,5509013,105.03,107.84,102.5176,104.3,13559670,193.1,194.125,189.08,189.41,6459196
2020-06-29 00:00:00-04:00,291.34,293.15,285.15,293.14,3348806,171.48,171.48,165.56,168.45,4763187,105.15,105.28,101.22,103.67,8907260,189.91,191.45,187.3001,191.45,5335013
2020-06-30 00:00:00-04:00,293.09,296.6,291.01,295.56,3424380,170.7,174.69,169.41,174.2,5239140,103.5,105.3,102.8875,104.85,6777339,191.49,193.75,190.16,192.97,7265904
2020-07-01 00:00:00-04:00,295.96,303.2699,295.12,301.28,3328582,174.625,178.2348,172.56,177.46,5836704,106.92,117.13,106.54,115.9,21806540,193.85,195.35,192.6592,193.77,5738761
2020-07-02 00:00:00-04:00,304.33,306.89,301.31,302.26,2936823,179.69,179.8,176.72,177.23,5099999,118.0,118.78,113.23,113.46,14032499,196.0,197.9164,195.0,195.61,5579741
2020-07-06 00:00:00-04:00,306.65,307.3154,303.17,305.57,2586645,180.29,181.24,174.46,176.2,7178230,118.79,128.36,118.03,118.975,33916325,198.73,199.18,195.68,197.83,5628841
2020-07-07 00:00:00-04:00,303.19,307.79,299.4,300.29,3090024,177.69,179.95,176.31,177.16,4689896,121.2,129.84,120.03,125.62,27932000,196.81,198.9,193.81,194.27,6706112
2020-07-08 00:00:00-04:00,300.91,301.54,297.4,300.29,3117859,178.89,182.64,178.5,181.6,5558752,127.2,133.43,127.0,133.39,24520060,195.08,195.52,193.12,195.04,7672494
2020-07-09 00:00:00-04:00,299.62,300.72,290.56,294.74,4336472,183.4,183.99,179.15,183.25,4809932,132.54,133.81,127.67,129.39,21029172,195.0,195.49,189.95,192.2,7925122
2020-07-10 00:00:00-04:00,294.0,296.96,291.5,295.68,2695738,181.63,182.52,177.13,178.39,6533025,128.39,129.6,125.255,128.07,10852045,191.65,192.82,189.44,192.53,6961831
2020-07-13 00:00:00-04:00,297.86,298.62,290.0229,290.22,3587515,180.42,180.66,170.74,171.51,9253182,131.05,133.24,116.67,118.74,16973312,193.61,195.19,188.7,189.04,7532404
2020-07-14 00:00:00-04:00,292.0,299.1,288.6501,298.87,4376631,168.75,172.6,164.33,172.26,9455181,118.59,121.8536,111.14,121.24,16443215,189.5,193.47,187.18,193.3,6994243
2020-07-15 00:00:00-04:00,303.0,306.775,301.39,305.72,4686053,172.99,173.36,169.01,171.99,5848348,124.01,124.48,117.66,122.2,9364921,195.23,197.765,194.5,196.51,6909330
2020-07-16 00:00:00-04:00,302.97,303.53,299.035,299.34,2666798,169.9,171.34,166.4998,169.65,5601502,119.94,123.3,117.55,120.19,10767005,195.33,195.71,192.52,193.4,4022777
2020-07-17 00:00:00-04:00,301.73,305.24,299.41,304.06,2603214,171.5,174.56,169.54,173.95,5364003,120.98,122.38,118.59,120.72,6456094,194.83,195.57,193.12,195.16,5567105
2020-07-20 00:00:00-04:00,301.92,314.99,301.92,311.82,4870163,174.65,179.64,172.68,178.75,4507596,121.26,129.46,120.53,128.39,11204550,194.74,199.48,193.6701,198.47,6392962
2020-07-21 00:00:00-04:00,313.0,314.045,306.3,307.6,3303062,179.25,179.46,174.32,175.63,4922520,129.95,130.8,125.07,127.0,8670569,200.0,200.17,195.68,196.49,6782830
2020-07-22 00:00:00-04:00,308.13,313.57,308.13,313.39,2630759,176.16,179.49,175.73,178.37,4143468,127.49,131.71,127.06,129.12,7727095,196.48,199.0,196.25,198.89,6283483
2020-07-23 00:00:00-04:00,313.55,317.24,308.77,310.09,1938063,178.15,180.75,172.88,173.86,3563014,127.74,129.8494,122.35,122.94,6305900,198.44,200.95,196.66,197.49,3682739
2020-07-24 00:00:00-04:00,306.48,310.73,304.54,307.06,2280309,171.08,173.6,169.08,172.56,5397250,119.89,122.91,117.0,121.41,7927836,195.67,197.48,194.03,195.15,6712841
2020-07-27 00:00:00-04:00,307.06,310.0,306.0234,308.79,1808393,173.92,178.46,172.39,178.01,5999672,124.62,126.77,122.34,125.74,8029181,195.16,197.81,194.2,196.92,4750688
2020-07-28 00:00:00-04:00,308.5,310.2,306.03,306.54,3239036,178.01,179.58,176.0102,176.27,5674742,125.2,127.53,123.32,123.51,11093508,197.69,199.365,196.71,197.06,9446601
2020-07-29 00:00:00-04:00,304.5,311.66,304.12,309.41,6335742,178.45,185.44,178.27,184.54,12130567,125.14,128.95,124.9,128.53,15003461,193.09,198.89,193.05,198.51,17600116
2020-07-30 00:00:00-04:00,304.0,312.82,303.04,309.23,7420772,191.81,198.6599,189.1314,192.53,15690756,128.54,131.37,125.33,129.06,17868013,195.2,196.56,192.12,194.05,15946436
2020-07-31 00:00:00-04:00,310.0,310.09,305.6101,308.52,8200761,193.05,196.35,191.69,196.26,8394869,131.34,131.9,127.36,129.85,16270699,194.42,194.69,189.44,190.4,22633406
2020-08-03 00:00:00-04:00,311.0,313.07,309.3,312.64,5614143,198.25,199.4,195.22,197.06,5325202,130.26,136.0,130.26,134.83,15889193,191.8,193.34,190.2105,190.68,14839873
2020-08-04 00:00:00-04:00,312.5,315.69,311.1,314.39,6003486,196.35,199.1,195.5206,197.41,4983777,135.88,137.8,133.6,136.8,19211252,191.13,192.94,190.08,192.34,15635320
2020-08-05 00:00:00-04:00,316.37,329.68,315.87,328.01,10631964,199.0,204.23,198.09,202.92,6223177,153.16,158.43,146.22,146.38,74439983,193.56,198.18,193.1,196.11,16254719
2020-08-06 00:00:00-04:00,327.4,331.215,325.9,330.34,8944348,202.0,204.16,198.88,204.09,5119416,149.76,155.89,149.12,153.98,37489106,195.98,198.92,194.79,198.79,13715532
2020-08-07 00:00:00-04:00,328.0,328.33,323.93,328.02,6577661,203.71,203.9509,196.7,198.58,5524022,151.51,153.8399,143.35,147.225,30448162,197.59,197.98,195.3,196.39,9774595
2020-08-10 00:00:00-04:00,326.76,327.415,321.857,323.11,5395200,195.505,196.09,191.69,193.32,7236795,143.01,143.99,138.66,139.26,22054428,197.09,197.42,195.33,196.89,8617677
2020-08-11 00:00:00-04:00,325.0,334.55,323.58,328.62,8233753,192.0,193.535,186.52,188.93,8546843,138.0,142.9475,135.03,138.255,24948462,197.83,202.89,196.335,197.8,20033569
2020-08-12 00:00:00-04:00,328.66,331.4,326.2,327.19,4908324,190.0,192.51,189.4,191.32,6952492,140.01,143.42,137.69,139.02,20420718,199.0,200.23,198.24,198.67,9461339
2020-08-13 00:00:00-04:00,325.93,329.8306,325.6237,326.19,4337247,192.1,195.13,191.48,193.07,9387758,140.9,145.51,140.2,143.16,18033942,197.13,199.94,197.03,197.58,6403693
2020-08-14 00:00:00-04:00,325.67,327.64,324.81,326.8,1238779,195.19,195.4687,190.51,191.46,4117853,143.89,143.9999,139.7303,141.91,6240964,197.01,198.07,195.77,196.63,4544544
2020-08-17 00:00:00-04:00,327.0,331.23,326.675,330.65,5117362,193.92,197.42,193.25,196.29,5373718,144.49,153.68,143.18,152.47,25505084,197.3,200.46,196.71,199.64,11290667
2020-08-18 00:00:00-04:00,330.2,331.4,326.3501,331.0,5518932,197.73,198.75,194.0,194.57,4761558,151.97,153.19,147.4121,150.96,16324118,199.98,200.1,196.8223,199.07,10595147
2020-08-19 00:00:00-04:00,330.04,334.4599,330.0,332.5,5823117,195.06,196.84,191.92,192.39,4912423,151.22,152.355,148.56,150.37,12252137,198.92,202.8425,198.9,200.99,16357228
2020-08-20 00:00:00-04:00,330.19,338.0,330.19,337.3,5227555,192.06,198.7,191.51,198.27,5263343,150.17,158.1,149.82,156.08,21930187,199.9,204.44,199.6,204.17,14273784
2020-08-21 00:00:00-04:00,338.0,338.8,335.97,337.21,4887990,197.93,199.0999,196.22,196.71,4642876,156.4,159.47,153.12,155.12,16258398,204.5,205.14,203.34,204.13,13971299
2020-08-24 00:00:00-04:00,339.36,343.83,338.75,343.63,5014210,200.0,201.0988,196.57,198.94,4760794,159.0,159.0,150.98,151.835,17161553,205.01,206.45,204.67,206.42,11120864
2020-08-25 00:00:00-04:00,344.71,348.46,343.33,347.66,5100719,198.49,201.96,196.24,201.71,3893475,151.8,155.74,149.0,155.0,12522944,207.19,208.2,205.5407,208.12,10743580
2020-08-26 00:00:00-04:00,348.0,352.29,345.5,351.02,6044946,202.53,205.35,200.25,203.53,4572164,156.09,158.69,151.73,153.8,12055002,208.1,210.8,207.3025,210.27,10971176
2020-08-27 00:00:00-04:00,351.73,358.0,350.58,356.0,7104177,206.81,207.0,202.3,204.34,5167778,156.87,161.5399,155.5,155.62,22637066,211.21,212.18,209.05,211.08,14721462
2020-08-28 00:00:00-04:00,357.48,367.25,356.16,366.0,6431832,205.4159,205.4159,202.42,204.48,3722557,159.15,159.15,154.06,155.85,12272709,212.0,216.16,211.22,215.66,12954589
2020-08-31 00:00:00-04:00,366.63,366.63,357.6898,358.0,6406873,203.7,205.2523,202.2984,203.95,4541288,157.0,160.7745,156.02,159.47,12650051,215.54,215.96,211.56,212.0,11810938
2020-09-01 00:00:00-04:00,357.71,359.44,353.56,356.91,8061413,205.59,209.8799,205.145,208.92,5344347,164.81,170.46,162.0,166.67,23917888,212.21,213.89,211.12,213.38,9849824
2020-09-02 00:00:00-04:00,357.39,361.6,356.2811,360.34,7410471,211.6222,212.45,204.6,210.82,6467777,170.6,170.61,158.11,162.875,21526548,214.13,217.35,213.77,216.38,15648183
2020-09-03 00:00:00-04:00,358.47,358.94,341.26,343.69,10403609,205.69,206.59,194.95,205.07,14251722,157.0,157.23,149.51,152.87,31879427,214.93,214.93,207.09,208.89,19229674
2020-09-04 00:00:00-04:00,343.0,346.99,326.5501,334.74,12268137,200.985,201.84,182.85,191.97,15991060,149.63,152.22,134.0,146.4,35138209,208.49,210.5,200.15,204.56,21378835
2020-09-08 00:00:00-04:00,328.76,335.71,326.9,329.94,7595700,184.7,191.75,184.7,186.0,8255888,137.01,146.14,136.89,139.11,20660019,200.78,202.25,199.214,200.25,19789589
2020-09-09 00:00:00-04:00,337.39,342.76,332.37,339.44,5450446,191.0,195.75,187.3,194.6,6510541,145.65,145.65,139.25,144.22,17513506,204.35,206.29,201.9462,204.01,11922040
2020-09-10 00:00:00-04:00,343.83,345.13,331.14,332.53,3951788,197.15,198.22,187.84,190.08,4465463,146.96,147.89,139.82,141.01,9999529,206.63,206.96,200.45,201.51,8795792
2020-09-11 00:00:00-04:00,334.71,334.71,327.31,330.12,4885448,191.462,192.1,180.93,184.16,7167057,143.9098,143.9098,134.26,137.45,15690839,201.58,202.41,198.91,200.64,12648629
2020-09-14 00:00:00-04:00,334.97,340.0,334.02,338.45,4590981,186.0,188.6,184.38,186.95,5462045,140.07,145.4,138.81,144.3,15027972,203.35,206.41,203.14,205.02,11684012
2020-09-15 00:00:00-04:00,342.11,343.93,338.53,339.13,1756670,190.05,190.45,184.18,186.02,6967671,146.31,158.5,146.18,154.49,18094447,206.75,208.21,204.77,205.44,3892344
2020-09-16 00:00:00-04:00,341.28,346.04,339.81,341.74,2233761,187.095,189.34,180.67,180.91,7534672,155.2,159.0,149.8801,151.14,8376604,206.625,207.745,204.95,205.14,3897630
2020-09-17 00:00:00-04:00,337.14,343.72,336.01,339.32,2345399,176.63,178.74,173.79,175.83,10593265,146.27,147.6899,142.24,145.674,10056590,202.85,205.58,202.0,205.32,5151495
2020-09-18 00:00:00-04:00,338.21,341.135,333.37,335.16,3129538,176.7,178.25,171.63,176.08,9042124,147.37,149.13,141.64,145.08,6719189,205.47,205.72,201.72,202.51,7900308
2020-09-21 00:00:00-04:00,329.47,331.67,320.81,327.77,3566361,174.84,183.45,174.08,183.21,11190601,140.42,151.98,139.3101,151.03,10480977,199.91,201.25,194.7,197.5,8157638
2020-09-22 00:00:00-04:00,329.51,336.03,325.11,335.61,2701927,186.79,188.06,182.185,187.71,7367697,152.95,156.34,148.59,155.52,8936987,198.09,200.71,196.8,200.57,5563463
2020-09-23 00:00:00-04:00,334.84,335.17,323.47,324.54,1783701,188.39,188.47,181.1,181.57,5714383,155.87,157.98,147.8,149.72,7401118,200.8,201.09,194.57,195.42,4206006
2020-09-24 00:00:00-04:00,323.2,330.78,321.18,328.22,2845439,180.17,184.9,179.6,182.22,6531106,151.01,155.9227,148.0,152.36,11830658,195.15,197.67,193.13,195.47,4504654
2020-09-25 00:00:00-04:00,325.65,333.48,322.1,331.87,2451517,182.4,187.92,180.13,187.25,5831706,153.06,158.98,151.751,157.79,7925656,195.02,198.14,193.51,197.26,3705155
2020-09-28 00:00:00-04:00,336.61,340.57,335.81,338.61,2291503,190.9996,192.47,188.09,192.01,6013629,160.49,164.5,158.23,160.7,9874433,200.63,201.72,199.83,200.46,4346217
2020-09-29 00:00:00-04:00,338.39,340.72,335.82,336.03,4435386,192.64,195.78,191.11,194.48,5825577,164.0,167.56,163.13,164.81,23287183,200.58,202.38,199.37,199.44,9640522
2020-09-30 00:00:00-04:00,336.7,343.65,336.42,337.65,4660591,194.14,198.72,193.311,197.03,6131789,164.47,166.19,161.23,162.56,11246674,200.85,202.54,198.89,199.6,13358891
2020-10-01 00:00:00-04:00,342.24,346.7,340.34,343.15,4075023,199.26,201.27,196.2205,196.88,5990185,166.14,168.61,164.5801,168.6,12714653,202.21,205.195,201.6357,203.34,10278116
2020-10-02 00:00:00-04:00,338.27,342.61,336.01,338.83,3790527,192.73,196.21,189.25,191.97,5387028,164.05,171.24,163.8006,169.61,21338709,200.0,202.83,199.4,201.46,10394327
2020-10-05 00:00:00-04:00,341.68,343.19,338.97,342.89,3273546,194.06,196.91,192.16,196.85,4341794,172.43,181.89,171.5,181.0,30482312,202.71,203.65,201.05,203.54,8407043
2020-10-06 00:00:00-04:00,342.06,346.36,336.22,337.22,4338731,196.19,197.37,190.88,191.6151,4773294,180.13,182.24,172.61,175.31,23324035,204.11,205.1,199.71,200.32,8301573
2020-10-07 00:00:00-04:00,341.78,344.65,340.335,343.82,5211274,193.91,195.71,193.33,194.62,3408393,180.61,182.75,179.02,180.15,13522010,202.0,202.79,199.99,202.39,11972647
2020-10-08 00:00:00-04:00,345.01,347.69,344.24,345.22,3445917,196.75,196.87,192.67,193.07,4949557,183.18,185.3699,181.72,183.5,13661331,204.0,204.3,202.23,202.99,6692513
2020-10-09 00:00:00-04:00,347.99,353.36,347.0,352.64,3725133,194.36,197.35,192.6,197.27,5459421,185.12,188.74,183.73,187.25,12538484,204.0,207.08,203.675,206.64,8784797
2020-10-12 00:00:00-04:00,355.0,355.0,350.82,352.04,3832294,199.87,204.08,196.6323,201.5,8963835,190.68,191.94,184.26,185.25,15450724,206.94,207.97,205.73,206.32,10820898
2020-10-13 00:00:00-04:00,351.43,351.5,345.02,345.58,3989446,202.44,208.95,200.11,207.73,6623496,186.81,191.36,186.0,190.56,11968234,203.38,205.21,203.03,204.32,9068297
2020-10-14 00:00:00-04:00,345.76,347.19,341.19,342.71,3811767,208.2035,208.948,200.5,203.66,7646051,191.59,193.4399,185.11,187.49,11665554,204.71,204.9699,201.13,202.21,9526605
2020-10-15 00:00:00-04:00,338.3,339.61,332.815,338.61,6608104,199.99,203.48,198.128,203.17,6221691,182.6,188.68,181.2,188.61,12897249,201.01,204.7,197.6,199.57,14426712
2020-10-16 00:00:00-04:00,340.0,344.9787,339.23,339.5,5940636,204.44,207.47,202.22,204.54,8781299,191.68,192.84,184.7,186.35,10304931,199.99,202.65,199.41,200.26,9651811
2020-10-19 00:00:00-04:00,340.12,341.3,330.43,331.94,4374768,205.64,207.23,199.1,200.05,4796828,188.11,191.3999,185.91,186.95,9165988,200.85,201.07,196.5,196.98,10189192
2020-10-20 00:00:00-04:00,333.04,336.8,331.68,331.72,4372988,201.14,205.47,200.31,201.96,4080299,188.1,189.7,184.33,185.68,9309686,197.55,199.66,196.71,197.59,7854697
2020-10-21 00:00:00-04:00,332.49,336.32,331.3,333.43,4418789,208.3,215.83,206.02,213.06,14663254,183.55,184.74,175.5901,177.92,17093910,197.83,200.42,197.83,198.48,6884708
2020-10-22 00:00:00-04:00,333.37,335.375,329.25,333.62,3273158,211.9,212.34,202.1403,203.88,11002662,178.5,181.98,173.61,175.93,12456757,199.34,199.7665,195.76,198.02,7266533
2020-10-23 00:00:00-04:00,335.69,335.69,328.38,329.75,5022510,206.24,206.24,201.21,203.04,5828718,177.5,177.79,173.34,176.77,7717064,199.75,199.88,196.02,198.0,8981332
2020-10-26 00:00:00-04:00,326.41,327.24,314.23,318.1,8880352,200.66,203.89,195.05,197.21,6117053,175.01,176.86,166.77,169.89,12183441,196.0,196.42,190.72,193.17,15379788
2020-10-27 00:00:00-04:00,318.9,319.555,312.355,317.27,7082738,198.79,201.32,197.72,200.44,3462757,175.31,176.26,169.26,171.01,12341315,193.0,193.7,189.22,190.1,14375047
2020-10-28 00:00:00-04:00,301.69,302.0,288.6,291.58,21680421,196.96,198.39,191.5,192.31,6684834,166.59,168.9399,164.45,167.13,9286880,183.98,184.7,179.34,181.35,30162189
2020-10-29 00:00:00-04:00,293.2,295.3,287.55,293.18,16575035,194.08,197.59,192.31,195.05,6246059,170.08,172.08,168.11,169.86,8148296,183.0,187.0,179.34,184.86,26874224
2020-10-30 00:00:00-04:00,289.85,291.85,281.2,289.12,10942243,193.29,195.33,182.92,186.35,10318260,166.49,167.3974,152.43,154.87,28527409,182.66,184.22,179.23,181.83,16181942
2020-11-02 00:00:00-05:00,294.24,294.8372,288.12,290.01,8965374,189.01,192.705,185.05,187.88,9625499,158.0,161.24,152.1,155.23,15585600,184.51,186.92,183.89,184.68,13860489
2020-11-03 00:00:00-05:00,294.45,300.34,291.78,295.13,6945323,177.94,188.75,174.81,179.66,29090449,153.22,161.05,151.1,158.22,14134458,186.83,189.53,185.16,188.14,11004582
2020-11-04 00:00:00-05:00,305.09,312.7199,302.24,307.2,7735632,186.76,195.0,184.1102,194.21,14621064,166.38,171.36,162.15,171.29,13913429,192.89,196.88,191.53,193.97,13258190
2020-11-05 00:00:00-05:00,315.14,319.35,313.58,316.49,6021342,202.3,204.92,199.37,204.59,12618928,177.1,177.29,172.65,175.56,25861503,198.36,200.99,197.29,197.57,12686471
2020-11-06 00:00:00-05:00,315.98,316.49,310.09,313.91,4748621,204.6,204.92,198.55,202.72,7075679,185.24,201.33,182.99,198.0993,51912386,197.35,199.68,195.4265,198.5,10407064
2020-11-09 00:00:00-05:00,346.92,357.0,340.9,344.78,20137036,195.74,196.07,184.44,184.72,16430889,191.305,197.0,181.83,184.0,26960258,214.69,217.65,212.28,212.79,33157963
2020-11-10 00:00:00-05:00,339.99,345.86,333.44,334.78,9255328,184.98,186.71,178.6,183.31,11599718,182.37,183.46,167.11,172.09,27287979,211.94,214.06,210.545,213.31,14017731
2020-11-11 00:00:00-05:00,337.41,337.7,331.07,332.4,5151238,187.4981,193.1,186.4,192.34,7959087,179.65,183.9,177.7,183.38,17121477,212.17,214.28,211.67,212.74,9319154
2020-11-12 00:00:00-05:00,329.06,333.09,326.295,328.9,5261204,193.95,194.9,188.43,189.09,5716107,184.26,185.1899,177.0,178.5,15722145,211.43,212.54,207.14,208.22,11128097
2020-11-13 00:00:00-05:00,330.3,334.68,327.34,333.91,3153159,191.1069,191.7299,186.85,188.7358,4003454,180.6,180.9,175.5,177.16,11686412,209.91,210.42,207.3,209.79,7608772
2020-11-16 00:00:00-05:00,341.8,342.65,333.17,335.58,6057040,185.19,192.38,183.54,191.96,9178675,175.83,179.16,173.01,179.09,13862918,214.57,215.09,211.83,212.85,10903659
2020-11-17 00:00:00-05:00,333.17,337.77,330.72,336.5,6146448,192.13,194.63,190.63,192.3,5380428,180.12,190.74,180.12,187.84,20695263,210.56,212.09,209.5,210.71,10188988
2020-11-18 00:00:00-05:00,336.53,340.95,334.855,335.94,5687703,192.59,192.95,189.54,190.12,6961251,187.49,187.5,182.2703,185.53,10410149,209.72,211.15,207.67,207.8,10024484
2020-11-19 00:00:00-05:00,335.49,339.16,331.42,333.87,4452422,190.82,192.75,189.57,190.88,8652714,190.78,194.01,185.74,191.58,23051083,207.24,208.73,205.53,207.58,7517515
2020-11-20 00:00:00-05:00,334.78,335.155,323.22,323.29,6843330,192.47,194.73,190.96,192.62,10621737,193.69,200.99,191.55,195.97,21110373,207.13,208.11,203.805,203.88,11730306
2020-11-23 00:00:00-05:00,326.21,333.2,324.37,332.37,5695316,194.53,202.16,193.92,200.82,10519696,200.11,209.36,199.27,207.69,23520379,204.7,209.0,204.7,208.16,9291897
2020-11-24 00:00:00-05:00,336.91,344.11,334.115,342.475,5767655,204.0,207.0791,198.86,206.0,13072036,208.0,208.04,199.55,202.955,22466075,210.85,213.82,209.4,209.68,17658560
2020-11-25 00:00:00-05:00,343.71,343.71,339.3409,341.31,4194433,206.29,216.07,206.23,214.38,11779276,207.45,214.52,204.57,212.93,24394143,209.67,211.95,208.87,210.97,11882415
2020-11-27 00:00:00-05:00,342.83,342.88,337.61,339.41,2500747,213.2,213.84,208.62,211.32,4806373,215.0,215.0,205.9,212.5,12798290,212.0,212.03,208.81,211.3,6491064
2020-11-30 00:00:00-05:00,337.66,338.045,330.18,336.76,3042065,212.51,215.83,207.09,214.2,8992681,213.0,213.54,200.23,210.98,10485040,209.54,210.54,206.6,210.54,4717465
2020-12-01 00:00:00-05:00,339.67,342.6299,337.62,338.77,2928530,217.15,220.57,214.3401,216.52,9148174,212.56,212.95,200.5,203.0,9911165,212.13,213.67,211.04,211.2,5830476
2020-12-02 00:00:00-05:00,336.78,340.24,334.0,340.07,2322501,215.6,215.75,210.5,212.66,6414746,200.13,204.0596,195.13,202.11,9968056,211.0,211.4,208.48,210.19,5869952
2020-12-03 00:00:00-05:00,338.56,342.315,334.12,335.27,2254598,213.33,216.93,213.11,214.68,6463339,207.0,208.69,204.05,205.53,6497836,209.78,211.113,207.61,208.01,4992902
2020-12-04 00:00:00-05:00,336.92,344.3548,335.8,344.35,1784340,214.88,218.553,213.01,217.77,5386812,206.29,209.75,203.58,208.14,6318372,209.74,212.72,208.51,212.72,5079210
2020-12-07 00:00:00-05:00,343.36,347.99,340.05,341.04,1818508,217.39,219.32,216.31,217.9,3843471,209.79,213.6615,208.25,212.59,5566754,211.97,214.5,211.7981,212.64,3997866
2020-12-08 00:00:00-05:00,338.28,342.83,336.7,340.58,1841447,216.325,218.72,215.57,216.87,4571497,213.33,213.9,208.25,213.01,5190426,209.95,213.13,209.89,212.77,3490291
2020-12-09 00:00:00-05:00,340.41,341.71,334.69,336.57,2241908,217.0,218.94,209.25,210.55,6384153,213.96,220.5,205.01,207.0,10842429,213.23,213.5,208.95,209.29,4964575
2020-12-10 00:00:00-05:00,334.65,335.535,331.19,331.35,2574491,208.36,216.23,206.65,215.34,5764141,205.39,217.61,203.57,217.25,6913129,208.51,209.3,207.25,207.5,5704097
2020-12-11 00:00:00-05:00,327.09,331.565,325.53,327.51,3663716,213.39,215.0,210.4203,214.14,3639176,218.26,222.2,213.17,216.6,7446890,205.36,206.89,204.5,206.31,5633026
2020-12-14 00:00:00-05:00,329.0,338.75,327.59,331.24,2993378,215.95,223.16,215.0,220.79,8669456,218.01,220.43,214.5008,215.88,6855383,207.85,211.3,206.97,207.2,4791783
2020-12-15 00:00:00-05:00,333.16,335.217,327.62,333.66,2107052,221.93,222.31,217.12,221.71,5451517,218.415,221.7199,216.7301,220.0,5567606,208.54,209.44,206.16,208.5,3897019
2020-12-16 00:00:00-05:00,333.96,334.0,329.25,332.22,2383730,224.8,231.15,224.61,230.2,8809504,223.86,227.96,220.03,226.87,7877295,208.48,209.125,207.14,208.17,3846081
2020-12-17 00:00:00-05:00,334.54,338.33,333.4,336.89,2182287,234.51,238.1,232.4,235.54,7003031,230.0,237.09,227.7,230.75,9715659,209.0,211.78,208.85,211.18,4441849
2020-12-18 00:00:00-05:00,336.51,341.6,334.35,339.41,3900426,236.66,237.17,232.28,236.45,7177135,235.0,236.37,231.1,235.525,6195921,211.02,211.98,209.87,211.38,7834146
2020-12-21 00:00:00-05:00,333.21,336.15,327.24,334.43,3164204,232.62,239.7514,232.2013,237.71,6274143,236.09,241.85,232.26,233.39,9904579,208.27,209.8,204.79,209.02,5823191
2020-12-22 00:00:00-05:00,334.16,335.22,331.6,332.37,1981402,240.165,243.68,238.09,243.6,5316886,236.5,243.38,236.0,241.57,8771091,208.39,208.4,205.6,205.84,6120953
2020-12-23 00:00:00-05:00,334.13,335.21,329.03,329.06,2358770,243.6,244.25,238.33,239.3,5345790,241.36,241.82,230.58,230.72,13091208,207.33,207.33,205.11,205.31,4539372
2020-12-24 00:00:00-05:00,330.65,336.37,330.35,336.03,1227674,240.36,242.12,238.09,238.64,2845854,234.23,236.0,225.9,228.28,8301168,206.64,208.816,206.6,208.76,3149377
2020-12-28 00:00:00-05:00,337.86,345.59,336.87,344.58,2700005,243.5,243.5,235.25,235.75,6244567,232.38,232.95,219.65,223.35,11186478,209.85,213.46,208.95,212.62,5086970
2020-12-29 00:00:00-05:00,347.78,348.75,344.76,346.71,2524121,236.0,236.25,229.68,231.01,7817365,223.88,224.59,208.81,214.0,15121931,214.61,215.24,213.54,214.37,4765399
2020-12-30 00:00:00-05:00,348.68,357.82,347.21,355.7,3836235,232.19,233.84,230.02,231.43,5183663,215.94,221.51,214.0671,221.03,9411444,216.0,220.39,215.65,218.35,8052098
