,MA,MA,MA,MA,MA,PYPL,PYPL,PYPL,PYPL,PYPL,SQ,SQ,SQ,SQ,SQ,V,V,V,V,V
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,
2019-04-30 00:00:00-04:00,251.09,257.429,250.51,254.18,6089253,112.44,113.22,111.2,112.78,5255315,72.59,73.85,72.27,72.82,6330074,164.98,165.7,163.92,164.34,5413532
2019-05-01 00:00:00-04:00,254.9,256.25,248.67,248.67,4718720,113.21,113.69,110.92,110.94,4865736,73.95,74.73,73.171,73.67,12270720,165.54,165.74,162.75,162.76,4480865
2019-05-02 00:00:00-04:00,247.56,248.27,244.28,247.13,3652000,110.6,111.16,108.91,109.7,4638624,69.8,70.5,66.05,67.73,33369047,162.1,163.08,160.43,161.07,5120897
2019-05-03 00:00:00-04:00,248.61,249.85,247.46,247.87,2333211,110.57,112.12,110.25,111.97,4193606,67.91,68.67,66.6,68.52,8847087,162.3,162.74,161.18,162.03,3683567
2019-05-06 00:00:00-04:00,241.49,249.08,240.05,248.84,2589771,109.44,111.12,108.58,110.85,4240167,65.46,70.29,65.41,70.21,12633902,158.21,162.65,158.2,162.29,4744821
2019-05-07 00:00:00-04:00,247.27,247.73,242.6,245.32,2987547,110.17,110.17,107.64,108.97,5278660,69.98,70.34,67.37,68.41,10006668,160.95,161.78,158.68,160.21,5321621
2019-05-08 00:00:00-04:00,244.54,247.55,243.75,245.38,2720345,108.58,109.88,108.15,109.03,3363468,68.22,68.29,66.78,67.28,9511284,159.77,161.7,159.52,160.79,4603012
2019-05-09 00:00:00-04:00,241.89,245.53,239.96,245.31,3068655,108.0,110.1325,107.2476,109.72,4190571,66.53,66.62,64.6845,66.38,8756458,158.86,159.85,157.17,159.77,5998202
2019-05-10 00:00:00-04:00,243.87,248.72,241.33,247.51,2412820,109.22,110.68,107.46,110.43,3290929,65.93,67.09,64.46,65.99,7376481,158.86,161.3994,157.27,160.76,4711590
2019-05-13 00:00:00-04:00,241.51,243.91,240.364,241.5,3172700,107.6,108.63,106.52,106.81,4686662,63.9,64.31,61.65,62.38,13060125,157.19,158.72,156.42,157.29,5954503
2019-05-14 00:00:00-04:00,242.12,247.44,241.9,245.9,2760307,107.56,110.4,107.35,109.09,3832699,62.99,65.24,62.483,64.12,9499767,158.1,161.52,157.94,160.29,4979732
2019-05-15 00:00:00-04:00,244.33,251.04,244.21,249.33,3249392,108.59,111.93,108.31,111.5,4706834,63.6,65.21,63.44,65.2,6176223,159.32,163.16,159.1038,162.79,5148721
2019-05-16 00:00:00-04:00,250.44,255.15,250.325,253.47,3329792,111.2,114.66,111.16,113.87,5103852,65.11,67.15,65.0525,66.41,8319371,163.45,165.6036,162.86,164.86,6211348
2019-05-17 00:00:00-04:00,251.11,254.29,250.84,252.51,2445096,113.07,114.25,112.2421,112.79,3801238,65.22,66.49,64.65,65.3,5990392,163.29,165.2,163.2,164.08,3935754
2019-05-20 00:00:00-04:00,250.49,254.39,249.33,253.41,2588187,112.31,113.31,111.23,112.15,3160944,64.15,64.6999,63.58,64.38,6150295,163.35,164.74,162.33,163.48,3973448
2019-05-21 00:00:00-04:00,255.0,255.95,253.7917,255.43,2499105,112.67,113.12,111.6855,112.44,3287606,65.21,66.09,65.15,65.94,5161468,164.58,164.859,163.19,163.88,4352062
2019-05-22 00:00:00-04:00,254.75,258.86,254.5,256.91,2365499,112.28,113.96,112.21,112.47,2735669,65.68,67.0427,65.66,66.4472,6286847,163.6,165.63,163.45,164.27,4276867
2019-05-23 00:00:00-04:00,254.75,255.7,248.33,249.83,4282471,111.47,111.71,109.06,109.9,5982891,65.05,65.33,62.77,63.75,8513464,163.5,164.25,160.82,161.5,5026432
2019-05-24 00:00:00-04:00,253.14,253.368,250.33,251.66,2422501,110.84,111.24,109.46,109.85,4060279,64.15,65.04,63.76,64.66,6485619,162.75,163.41,161.72,162.73,3505406
2019-05-28 00:00:00-04:00,252.66,257.76,252.65,253.49,3448445,110.57,113.14,110.5,111.66,4280495,65.2,67.67,65.1,65.84,8831587,163.4,165.77,163.33,163.62,4938442
2019-05-29 00:00:00-04:00,252.25,254.25,251.27,253.54,3621925,110.75,110.97,109.31,110.11,7193197,65.06,65.06,62.7,63.23,9713666,163.3,163.5,161.48,162.63,4721509
2019-05-30 00:00:00-04:00,254.27,256.06,252.79,254.18,2544855,110.64,111.57,110.09,111.41,3302227,63.78,64.29,63.2,63.65,5283966,162.8,163.5,161.94,162.79,4289858
2019-05-31 00:00:00-04:00,251.98,253.66,250.84,251.38,2503356,110.33,110.8,108.74,109.74,3924116,62.24,62.5,61.31,61.95,6841438,160.91,162.13,160.56,161.32,3942889
2019-06-03 00:00:00-04:00,251.8,252.98,240.25,242.26,4953268,111.09,111.09,103.96,105.52,9925576,61.95,62.5435,59.8922,60.63,8539312,161.54,162.83,156.75,158.3683,6881502
2019-06-04 00:00:00-04:00,245.13,249.37,241.7165,249.08,4126663,106.83,108.83,105.78,108.73,6142160,61.55,63.45,60.73,63.3997,7446086,160.29,162.37,158.6501,162.22,5591741
2019-06-05 00:00:00-04:00,251.47,256.97,250.15,256.41,3457418,110.04,110.88,109.46,110.77,4915098,63.45,65.64,63.43,64.93,8859706,163.5,165.4,162.69,165.4,4988680
2019-06-06 00:00:00-04:00,256.36,258.7,254.86,257.91,2988970,111.11,112.04,110.27,111.78,4278778,64.88,65.87,64.2,65.79,5617154,165.88,167.4,164.94,167.04,4996570
2019-06-07 00:00:00-04:00,260.0,266.87,259.62,265.65,3174963,112.3,115.14,112.08,114.03,4843511,66.48,69.07,66.16,68.45,9305410,168.0,171.61,167.8,170.03,6743706
2019-06-10 00:00:00-04:00,269.0,269.85,265.28,265.7,3007359,115.1,117.35,114.85,115.61,5952437,69.57,71.7,69.12,70.37,9524944,171.84,172.02,170.51,170.84,5920840
2019-06-11 00:00:00-04:00,267.47,267.89,259.1802,263.72,2708415,116.97,117.45,113.295,114.61,4226335,71.2,71.88,69.11,70.17,6505321,171.95,172.18,168.42,170.31,5366991
2019-06-12 00:00:00-04:00,262.45,264.21,261.36,263.89,2044865,114.59,114.89,113.4702,114.5,3489849,70.0,70.92,69.53,70.49,6318445,170.38,171.62,169.7,171.6,4160611
2019-06-13 00:00:00-04:00,265.0,265.23,260.25,261.11,3032350,114.82,115.82,114.59,115.73,6841790,70.76,72.75,70.53,72.18,7697066,172.14,172.2,168.72,169.35,5810151
2019-06-14 00:00:00-04:00,259.99,261.98,259.42,260.03,2666509,115.91,116.73,115.27,116.16,6816557,71.81,72.08,70.92,71.58,4843929,169.77,170.64,168.84,169.68,3836989
2019-06-17 00:00:00-04:00,261.0,261.71,258.05,259.12,2644885,116.58,117.335,116.37,117.15,4019986,72.0,72.93,71.8,72.24,5017965,169.73,170.42,169.03,169.55,3728430
2019-06-18 00:00:00-04:00,261.7,262.25,255.0666,258.8,3260221,118.6,118.646,115.84,115.98,6027666,72.9,73.505,71.6,71.8346,6563648,170.65,170.67,167.55,169.32,6045470
2019-06-19 00:00:00-04:00,258.83,260.62,258.3,259.9,3056960,116.0,117.34,115.22,117.13,4309926,71.77,72.78,71.27,72.65,5464848,169.39,171.2,169.21,170.72,5188674
2019-06-20 00:00:00-04:00,263.49,267.7,262.5,266.8,3314025,118.85,119.95,117.84,118.79,4158430,73.76,74.55,73.31,74.42,7908379,172.51,173.94,171.75,173.68,7570027
2019-06-21 00:00:00-04:00,265.82,268.15,264.42,264.51,3037467,116.06,117.28,115.97,116.21,8701456,74.08,74.2595,72.29,72.9,5486927,173.27,174.8065,173.16,173.41,6967478
2019-06-24 00:00:00-04:00,265.85,267.1,265.13,265.35,1829512,116.51,116.7731,115.66,116.5,2799989,72.98,73.679,72.52,72.705,3805796,174.6,174.73,172.72,173.88,4186638
2019-06-25 00:00:00-04:00,266.04,266.31,259.12,259.77,2591012,116.58,116.96,113.39,114.45,4574089,72.93,73.17,69.26,69.86,10074748,174.81,174.94,170.59,171.26,5397779
2019-06-26 00:00:00-04:00,260.88,262.65,259.9925,261.24,1956750,115.7,116.38,114.115,114.15,3844428,70.98,72.0,69.91,69.96,6326499,171.39,172.39,170.8176,171.09,3949677
2019-06-27 00:00:00-04:00,262.44,263.5841,260.4,261.12,1504124,114.51,114.87,113.08,113.67,4458221,70.57,71.54,70.05,71.3,4277773,172.12,172.4,170.32,171.09,3548474
2019-06-28 00:00:00-04:00,262.56,264.84,261.3283,264.45,2252289,114.11,114.62,113.33,114.44,4078517,72.85,73.1476,71.57,72.505,5283368,171.8504,173.0,170.52,172.66,4321275
2019-07-01 00:00:00-04:00,269.99,269.99,264.8722,266.74,2263755,116.72,116.75,114.35,115.02,5034592,73.9,74.2,72.72,73.22,7149895,175.33,175.54,172.74,173.93,5112524
2019-07-02 00:00:00-04:00,266.88,270.6,266.4345,270.59,2291155,115.18,116.2,114.58,116.19,3712690,72.98,73.97,72.65,73.97,5057092,174.1,175.32,173.3,175.32,4205796
2019-07-03 00:00:00-04:00,271.0,272.97,270.78,272.96,1607617,116.88,117.72,116.06,117.65,2425799,74.0,74.32,73.35,74.2638,2695082,176.0,176.98,175.74,176.84,3269908
2019-07-05 00:00:00-04:00,271.5,272.77,269.09,272.2,2096933,116.54,117.4,114.69,117.16,3368580,73.75,74.36,73.2,74.32,3324184,175.86,177.0311,174.51,176.79,3470258
2019-07-08 00:00:00-04:00,270.1,272.07,269.46,271.25,2016880,116.34,117.225,115.1401,116.95,3221224,73.8,74.0,73.06,73.41,3645351,176.3,176.61,175.4,176.2401,3002091
2019-07-09 00:00:00-04:00,269.82,273.6508,269.5,273.28,1996035,116.37,118.62,116.25,118.37,3671217,74.03,78.39,73.96,78.03,20228108,175.43,177.89,175.3,177.72,4159909
2019-07-10 00:00:00-04:00,274.17,277.0962,274.15,275.42,1844276,119.11,120.2,118.78,119.64,4667602,77.91,78.7,77.4,78.38,9326131,178.58,180.26,178.58,179.33,3858732
2019-07-11 00:00:00-04:00,277.6,278.65,276.08,278.37,2308839,120.17,120.75,119.24,120.64,4188084,78.45,79.96,78.43,79.445,7417456,180.12,180.94,179.46,180.74,4298371
2019-07-12 00:00:00-04:00,279.24,279.74,276.26,279.51,1828387,120.92,121.0,119.31,120.13,3765814,80.05,82.66,79.85,82.33,12565511,181.35,181.35,178.92,180.27,4664648
2019-07-15 00:00:00-04:00,280.46,280.59,278.5535,279.37,2173511,120.77,121.04,119.8,120.9,3070664,82.48,82.51,81.2,82.1019,5486179,180.56,181.07,179.94,180.54,3521926
2019-07-16 00:00:00-04:00,279.0,280.63,275.3082,276.6,2571536,121.1,121.48,119.53,119.71,3432192,81.8,81.8,80.31,80.57,5424193,180.37,180.88,178.73,179.34,4473545
2019-07-17 00:00:00-04:00,277.39,278.47,275.27,275.325,2020206,119.5,119.99,118.8,118.8,3882844,80.21,82.17,80.19,80.86,5864913,179.56,180.205,179.01,179.16,3291550
2019-07-18 00:00:00-04:00,275.0,277.25,274.74,276.62,1830296,118.99,120.8,118.63,119.88,3728613,80.87,82.14,80.22,81.03,6147836,178.63,180.62,178.58,180.55,3891868
2019-07-19 00:00:00-04:00,279.43,279.48,275.42,275.6,2598405,120.74,121.36,118.6,118.63,3976561,81.61,81.7,78.42,78.48,6383837,181.84,181.84,179.14,179.24,4242947
2019-07-22 00:00:00-04:00,276.91,279.36,276.07,278.59,1823386,118.99,119.2098,118.12,118.68,4618900,79.13,79.63,78.38,78.57,3650382,179.64,180.98,179.14,180.55,4281235
2019-07-23 00:00:00-04:00,280.0,280.42,276.9,278.97,1900087,119.42,120.27,118.695,120.27,4283440,79.0,79.37,77.8605,78.85,3353063,180.89,181.27,179.06,180.88,6223921
2019-07-24 00:00:00-04:00,278.17,280.3,276.38,280.23,2244240,120.0,121.33,118.93,121.22,6571845,78.67,80.5,78.43,80.42,4248846,180.79,183.43,179.25,183.33,7304287
2019-07-25 00:00:00-04:00,280.0,280.9,277.55,279.4,1920103,116.75,117.55,113.23,115.08,17953109,80.15,81.09,79.13,80.04,4233926,183.87,183.99,181.3,181.7,5391826
2019-07-26 00:00:00-04:00,280.6,282.29,280.08,282.05,2097548,115.71,116.35,114.34,115.49,6984537,80.63,82.32,80.63,81.81,5232657,182.41,183.82,182.21,183.69,4078845
2019-07-29 00:00:00-04:00,283.12,283.33,280.43,281.49,2939409,113.5,114.28,111.22,111.47,12391631,81.88,82.0,79.06,80.23,6642491,183.89,184.07,182.7338,183.23,3592885
2019-07-30 00:00:00-04:00,279.34,282.37,275.45,278.19,3638944,110.79,112.29,108.77,112.08,7725232,80.23,81.19,79.38,80.48,4970037,182.54,183.38,181.27,181.53,4246672
2019-07-31 00:00:00-04:00,278.67,278.98,265.69,272.07,4815960,112.2,112.3,109.43,110.42,8618175,81.17,81.95,79.01,80.4,6347082,181.79,182.05,176.06,177.95,6454198
2019-08-01 00:00:00-04:00,273.93,279.31,271.64,274.13,4337431,110.45,112.4496,109.665,110.81,8476684,81.1,83.2,80.0,81.1435,12537917,179.19,182.4,178.17,179.18,7481169
2019-08-02 00:00:00-04:00,272.0,272.5,265.68,269.53,3407007,109.47,109.65,105.83,107.08,7795358,70.8,70.81,67.61,69.599,31867455,178.0,178.27,174.69,177.48,5768080
2019-08-05 00:00:00-04:00,260.0,262.65,253.9,256.89,5779308,103.76,105.39,102.41,103.6,9243609,66.2,66.5,63.685,64.8475,20470758,172.01,173.5,166.975,168.9,12360153
2019-08-06 00:00:00-04:00,261.8,265.155,260.18,264.64,4156854,105.0,106.0,104.48,105.0,6281566,66.85,67.4,63.15,64.6,13242844,171.79,172.95,170.13,172.49,8245393
2019-08-07 00:00:00-04:00,263.4,270.0,260.25,269.31,3912989,104.06,107.16,103.3,106.63,6530319,63.18,65.26,62.85,65.01,8234850,171.5,175.73,170.34,175.29,6329236
2019-08-08 00:00:00-04:00,272.0,278.08,271.595,278.04,3342644,107.35,108.14,106.08,106.8,6779366,66.07,66.57,64.93,66.3,7579890,177.46,179.95,176.57,179.9,6203102
2019-08-09 00:00:00-04:00,275.51,276.9,273.08,275.0,2825398,106.425,106.52,104.45,104.82,5450932,66.0017,66.12,64.32,65.0,6477354,179.67,180.1,177.85,179.09,4461310
2019-08-12 00:00:00-04:00,272.85,274.98,268.89,269.99,2732737,104.01,104.3804,102.21,102.71,6918248,64.02,64.2365,60.2523,62.29,8059176,177.44,178.65,175.6,176.26,4344927
2019-08-13 00:00:00-04:00,269.83,275.365,268.0,274.53,3494915,103.39,106.7,102.6801,106.06,8380880,62.0,63.5,61.52,63.01,9549778,174.39,178.92,174.21,178.64,5940704
2019-08-14 00:00:00-04:00,269.82,272.47,265.85,267.19,2902878,104.17,105.13,102.44,103.26,8202605,61.85,62.35,60.47,61.53,8201600,176.24,177.25,173.1601,173.54,5852444
2019-08-15 00:00:00-04:00,269.28,273.15,268.09,272.06,2928516,103.9,105.79,103.13,104.94,6426810,62.01,62.68,61.24,61.99,6718508,174.26,177.02,173.52,176.28,4950567
2019-08-16 00:00:00-04:00,274.98,275.96,273.79,274.34,2276605,106.08,106.61,105.55,106.12,5041975,62.61,63.21,62.13,62.87,4808868,178.0,178.75,177.2,178.29,3487217
2019-08-19 00:00:00-04:00,277.0,278.57,275.21,278.0,2207876,108.0,108.44,106.83,107.67,5017893,64.0,64.433,63.2,64.11,6216124,180.42,180.42,178.12,179.74,4619699
2019-08-20 00:00:00-04:00,278.4,279.56,275.85,277.16,1955320,107.91,108.58,107.02,107.38,3526474,64.24,65.105,63.8276,64.4,6492371,179.43,180.63,178.49,179.21,3123851
2019-08-21 00:00:00-04:00,279.64,282.1,279.2861,281.97,2149873,108.54,110.02,108.3975,109.84,4431977,65.32,66.14,64.81,65.42,5310656,180.69,181.69,180.24,180.94,3247517
2019-08-22 00:00:00-04:00,282.11,282.89,276.76,280.87,2505328,110.08,110.29,107.65,108.76,3330494,65.92,65.97,63.37,64.67,4453740,181.95,182.33,178.61,180.15,4516737
2019-08-23 00:00:00-04:00,280.0,282.0911,270.21,272.14,3436183,108.93,110.14,105.51,106.06,5685280,64.3,65.05,61.4,61.83,8577801,179.55,180.5,174.235,175.33,5476061
2019-08-26 00:00:00-04:00,274.88,276.42,272.98,276.37,1753845,107.11,107.83,106.29,107.71,2986999,62.92,63.52,62.36,62.82,4419056,176.41,177.67,175.35,177.61,3932848
2019-08-27 00:00:00-04:00,276.74,279.09,274.91,276.54,1614135,108.3,108.72,106.95,107.44,2912519,63.16,63.43,61.12,61.74,4760140,178.32,179.19,176.94,178.35,3141824
2019-08-28 00:00:00-04:00,275.23,278.65,273.3679,278.24,1730647,106.71,107.63,105.35,107.47,2944555,61.28,62.219,60.6,62.14,4316453,176.99,178.99,176.032,178.6574,2964865
2019-08-29 00:00:00-04:00,281.0,281.98,278.88,281.33,1860031,108.96,109.76,108.78,109.23,3486567,63.02,63.41,62.3,62.85,4108275,180.4,181.39,179.31,181.15,3161618
2019-08-30 00:00:00-04:00,282.59,282.96,278.734,280.89,1700939,110.13,110.97,108.54,109.1,2855499,63.15,63.46,61.1507,61.81,5351797,181.99,182.18,179.6661,180.705,2764125
2019-09-03 00:00:00-04:00,279.99,282.84,278.5,280.15,2027582,107.92,108.86,106.46,106.74,3350063,62.43,63.98,60.96,61.15,9097144,180.52,181.25,179.1,179.2105,3985808
2019-09-04 00:00:00-04:00,282.77,286.205,282.1462,286.04,2297748,107.75,109.235,107.29,108.74,2726078,61.75,62.69,60.77,61.09,5719634,180.9,182.2,180.05,181.75,3658347
2019-09-05 00:00:00-04:00,290.29,293.46,289.6001,292.005,3020284,110.0,111.63,109.51,111.49,4007729,61.88,63.47,61.669,63.045,7034988,183.73,185.68,183.38,184.65,4702122
2019-09-06 00:00:00-04:00,291.94,293.07,290.05,291.41,2330930,111.66,111.67,109.62,110.05,3621727,63.5,63.85,61.89,61.98,4499840,184.74,186.71,184.55,185.705,5642665
2019-09-09 00:00:00-04:00,293.49,293.69,280.1,283.41,4257746,110.62,110.77,103.9,105.44,9678245,62.55,62.73,59.07,61.45,10855794,186.92,187.05,179.5073,181.56,6327227
2019-09-10 00:00:00-04:00,281.34,281.5,270.34,272.39,7407433,104.77,104.95,101.31,103.07,11908610,60.72,62.1,59.45,60.5,8696469,179.41,179.7,173.81,176.3,12875986
2019-09-11 00:00:00-04:00,274.92,276.0,269.2,269.68,5759330,104.15,104.48,103.11,104.01,6002740,60.85,60.85,58.91,59.18,10199098,177.4,177.925,174.45,174.89,7652212
2019-09-12 00:00:00-04:00,273.39,278.773,273.1948,276.45,4468896,105.71,107.915,105.49,107.1,10047173,59.5,59.86,57.75,57.79,14243974,176.85,179.41,176.68,178.01,6755668
2019-09-13 00:00:00-04:00,277.99,278.15,273.045,276.34,3688614,106.66,107.29,105.25,107.0,7103468,57.18,58.85,55.91,58.32,10880712,178.65,178.77,176.02,177.28,5150255
2019-09-16 00:00:00-04:00,273.47,275.76,272.71,274.06,2217793,106.13,108.01,105.99,106.52,4087033,57.34,59.63,57.24,59.25,11050446,176.17,177.2,175.51,176.12,3341671
2019-09-17 00:00:00-04:00,274.55,278.63,273.9517,276.25,2482237,106.81,107.8945,106.46,107.53,3515617,60.2,60.7,59.15,59.54,8662367,176.83,178.26,175.04,176.42,5107660
2019-09-18 00:00:00-04:00,276.77,276.845,270.44,275.09,2631328,107.37,107.8,103.73,105.61,5725328,59.99,60.42,58.76,59.73,8238970,177.09,177.18,172.825,175.32,5978140
2019-09-19 00:00:00-04:00,275.96,278.145,274.8519,275.72,2300626,105.64,107.02,105.6,106.12,4191679,59.96,60.18,58.41,59.03,6844642,176.2,177.41,175.61,175.95,5075996
2019-09-20 00:00:00-04:00,277.79,278.59,270.91,271.23,4871773,104.71,105.46,103.91,104.62,9404661,59.0,59.14,56.925,57.83,7256535,177.4,177.63,173.9495,174.07,8344003
2019-09-23 00:00:00-04:00,270.3,273.74,270.0,273.23,2070362,104.73,105.32,104.35,105.11,2598858,57.07,57.45,56.39,56.75,8027359,172.9,175.25,172.79,174.92,3901388
2019-09-24 00:00:00-04:00,275.63,277.44,269.06,271.19,3483129,105.41,106.1,102.73,103.7,5573734,56.85,58.75,54.4101,57.53,18646199,176.11,177.2,173.4,174.54,6575587
2019-09-25 00:00:00-04:00,270.25,272.99,266.61,272.77,3692422,103.34,104.4626,101.54,104.14,4857068,57.42,58.89,56.2288,58.51,8775599,173.8,175.67,172.39,175.245,5410233
2019-09-26 00:00:00-04:00,273.28,275.44,272.63,273.88,2409134,104.43,104.87,103.22,104.6,3756294,60.04,61.15,59.83,60.8,14501040,175.65,176.45,174.611,175.79,5471030
2019-09-27 00:00:00-04:00,275.39,275.63,267.69,269.13,2596494,104.87,105.17,101.1,102.22,6133737,60.98,61.65,59.93,60.76,10204866,176.7,176.83,172.36,174.03,4503554
2019-09-30 00:00:00-04:00,270.99,272.07,269.32,271.24,2282536,102.68,104.07,101.48,103.64,5194702,60.96,62.28,60.85,62.005,6817288,174.17,175.45,172.39,172.79,5567619
2019-10-01 00:00:00-04:00,271.49,273.65,270.04,271.0,2681177,104.0,104.6409,102.23,102.52,5007182,62.3,62.99,61.26,61.61,7165167,173.02,174.815,172.82,174.29,6642687
2019-10-02 00:00:00-04:00,268.16,268.94,262.52,264.6,3724837,101.81,101.83,99.3601,99.73,6789009,61.23,61.23,58.86,60.06,8499524,172.64,172.936,168.59,169.85,8781076
2019-10-03 00:00:00-04:00,265.16,268.54,260.41,268.36,3171631,99.54,101.31,98.61,101.02,4337841,59.48,62.44,59.06,62.06,7561860,169.91,173.14,168.63,172.89,6027037
2019-10-04 00:00:00-04:00,269.51,274.48,269.16,273.87,2308070,101.84,102.98,100.84,102.78,8855868,62.51,62.92,61.44,62.64,4927641,174.68,176.52,174.44,175.97,4930051
2019-10-07 00:00:00-04:00,271.31,273.5,270.4118,272.14,2364903,102.2,102.607,101.52,101.61,6360892,62.24,62.85,61.69,62.25,3587307,174.66,175.69,173.8,174.87,3644660
2019-10-08 00:00:00-04:00,269.82,271.08,266.59,267.12,2429392,100.85,101.15,99.25,99.31,10763237,61.85,62.19,60.63,60.81,3953392,173.57,174.6402,171.88,172.41,4244687
2019-10-09 00:00:00-04:00,269.96,273.14,269.5,272.24,1894143,99.44,100.69,99.385,99.88,8839657,61.43,62.52,61.27,62.235,3809829,174.11,175.99,173.6365,174.9,3875566
2019-10-10 00:00:00-04:00,271.56,274.71,271.26,273.81,1961224,99.4,101.0,99.4,100.56,6808241,62.25,62.63,61.56,62.01,3596973,173.89,175.9022,173.59,175.0,4160492
2019-10-11 00:00:00-04:00,276.2,280.0,275.12,275.65,3138753,101.78,103.96,101.47,101.55,8309574,62.76,63.56,61.5,61.53,8429864,176.87,179.2,176.85,176.93,5825642
2019-10-14 00:00:00-04:00,276.58,278.56,275.56,276.39,1355706,101.59,102.35,101.3674,101.77,4158507,61.87,62.29,61.4,61.83,3334745,177.61,178.4136,177.11,177.37,2547971
2019-10-15 00:00:00-04:00,277.21,279.96,275.96,278.48,2411990,102.01,103.66,101.9,103.56,6831984,62.22,64.49,62.22,64.29,5921035,178.13,179.43,177.55,178.69,3720087
2019-10-16 00:00:00-04:00,277.1,279.03,274.8,278.34,2369561,103.0,103.23,101.9,103.13,6949712,63.82,63.88,62.56,63.01,3988849,177.92,178.26,176.27,177.86,4836236
2019-10-17 00:00:00-04:00,279.35,280.44,275.93,276.57,2142135,103.89,104.34,102.84,103.66,6776050,63.02,64.55,63.02,63.38,4963997,178.89,179.19,177.5,177.99,3161638
2019-10-18 00:00:00-04:00,275.24,276.68,269.9,270.72,3086435,103.92,104.32,100.75,101.23,12593357,63.17,63.439,59.7825,60.46,7229285,177.9,178.2,174.55,175.68,4945081
2019-10-21 00:00:00-04:00,271.93,274.36,269.5,274.27,2305835,101.25,101.81,100.465,101.45,5713282,60.7,61.48,59.8301,61.15,5146863,176.0,176.73,174.61,176.44,3777627
2019-10-22 00:00:00-04:00,274.9,275.35,261.01,261.26,5200304,101.36,101.95,97.115,97.36,10607373,61.28,61.49,58.55,58.82,6622409,177.0,177.79,170.78,170.88,6686436
2019-10-23 00:00:00-04:00,262.68,264.19,258.51,260.7,4992584,97.42,97.6,94.77,96.61,14539976,58.9,59.69,57.62,58.34,6638894,170.99,172.17,170.18,171.29,4970197
2019-10-24 00:00:00-04:00,263.56,269.33,263.56,268.74,3463669,106.075,106.98,103.19,104.91,21071300,59.62,61.77,59.59,61.69,7446571,173.42,176.87,173.4,176.41,6941721
2019-10-25 00:00:00-04:00,266.26,272.18,265.56,270.07,2492372,104.46,107.49,104.42,107.2,10369108,61.48,63.25,61.11,62.8701,4778462,174.93,179.15,173.5,177.78,8746511
2019-10-28 00:00:00-04:00,273.26,275.59,271.3669,275.54,3257144,107.99,108.46,106.45,106.62,6534965,62.82,63.43,61.91,62.82,5747095,178.93,180.18,178.35,179.81,4939811
2019-10-29 00:00:00-04:00,277.6,278.29,273.08,274.23,4128377,106.84,107.02,104.695,105.0,5094561,62.8,63.6168,62.38,62.41,3882295,179.8,180.0,177.37,177.63,4975035
2019-10-30 00:00:00-04:00,274.64,277.47,273.0,277.2875,3100727,105.29,106.6,103.96,106.52,3760859,62.51,62.73,61.475,62.1859,4591440,177.79,179.42,176.39,179.21,3940122
2019-10-31 00:00:00-04:00,275.87,279.0888,275.79,276.88,2928375,106.47,106.5,103.26,104.05,5946951,61.24,61.8,61.04,61.46,2729800,178.095,179.27,178.04,178.82,3529208
2019-11-01 00:00:00-04:00,279.0,280.39,276.12,279.0,2397454,104.7,105.3,103.93,105.0,3978039,61.57,62.8143,61.46,62.61,5661241,180.13,181.32,179.57,180.9,4693263
2019-11-04 00:00:00-05:00,280.64,282.24,275.81,276.43,3271209,105.72,105.76,102.605,102.79,4885673,63.3,63.83,62.36,62.39,5681347,182.08,182.4,178.81,178.99,4696861
2019-11-05 00:00:00-05:00,276.5,276.95,268.42,269.0,3568670,103.05,103.28,100.285,101.0,8202861,62.5,62.55,59.91,61.05,7526146,179.07,179.56,175.18,176.35,6072064
2019-11-06 00:00:00-05:00,270.3,271.67,268.88,269.87,2992789,101.2,101.34,100.17,100.62,5612352,61.33,61.93,60.5779,61.34,8996255,176.37,178.19,176.14,176.75,4597590
2019-11-07 00:00:00-05:00,270.02,275.08,269.86,272.85,3020692,100.94,101.72,100.29,100.47,7545836,61.91,66.6,60.54,64.41,22907678,177.35,180.65,176.85,178.39,5435829
2019-11-08 00:00:00-05:00,271.7,274.95,271.7,274.83,1944426,100.025,101.71,99.6,101.44,4366262,63.18,63.4507,61.33,62.49,11205833,178.38,179.45,177.8,178.95,3328000
2019-11-11 00:00:00-05:00,273.08,277.13,273.06,277.0,1907930,101.04,103.04,100.66,102.69,4777258,61.88,64.895,61.88,63.77,11499800,178.5,180.36,178.2,179.52,3032275
2019-11-12 00:00:00-05:00,277.6,279.5,275.77,277.14,2017868,102.97,103.09,100.92,102.04,6106138,63.88,63.99,60.82,61.53,10632757,179.94,181.0599,178.88,179.74,3488582
2019-11-13 00:00:00-05:00,276.51,280.46,275.0,278.05,2629893,102.0,103.6,101.63,102.11,4263349,61.3,62.14,60.85,61.54,4516877,179.4,180.88,177.9,179.38,5217853
2019-11-14 00:00:00-05:00,277.45,279.62,276.7,279.54,1798243,101.87,103.85,101.37,103.76,4065709,61.65,63.0,61.35,62.99,7030723,179.0,179.77,178.06,179.72,4368847
2019-11-15 00:00:00-05:00,280.64,280.9,278.13,280.73,1835492,104.35,104.48,103.105,104.2,5016103,63.2,64.72,63.1,64.7,7324499,180.03,180.68,179.08,179.72,4855961
