,fin_stocks,faang_stocks,crypto
2017-10-20,0.01875964858679785,-0.00035148414423735735,0.03405450601344187
2017-10-23,-0.0036065394364405423,-0.013178265519424049,-0.03283464164620777
2017-10-24,0.005027979143989059,0.008066800062644663,0.026890173959494668
2017-10-25,0.00776219835690134,-0.004620942487327962,0.0055044124176002445
2017-10-26,0.011585071065751518,0.0026916292033587253,-0.001952459373706361
2017-10-27,0.010015711439096048,0.0549316895713627,-0.010411704452915815
2017-10-30,0.0056507385338090965,0.007176549628016838,-0.005511042763574947
2017-10-31,0.014630386924007893,0.0003171576770991228,0.015920110076979847
2017-11-01,-0.0028003592397830845,0.003232923919801589,-0.055835782703898044
2017-11-02,-0.004381785677841643,-0.0028425749369322515,-8.370857569695053e-05
2017-11-03,0.012128199919919203,0.010393276809592678,0.028759837073037402
2017-11-06,0.009409423161421016,0.003901040294767433,0.00015866559951021033
2017-11-07,-0.0039424721661967255,-0.00130279224996559,0.02980939478480975
2017-11-08,0.0018167630030160864,0.0044267401383579095,0.057278647234431594
2017-11-09,0.004401485728731086,-0.0060547349364941105,0.0907542742501339
2017-11-10,0.007588471892780085,-0.005637836943521823,-0.11023974347683331
2017-11-13,0.004452367514519884,0.003003098260493387,0.08293417628475754
2017-11-14,0.0016654841491502148,-0.0017796806709553974,0.018557584938507614
2017-11-15,-0.004286288962533552,-0.009096446214615096,0.04932233510208584
2017-11-16,0.027137220758552905,0.011794626486272898,0.05271163212804109
2017-11-17,0.0046125188441122345,-0.007885693047406096,-0.03726851110222789
2017-11-20,0.005834937540301344,-0.00017550745357781676,0.026081424171612126
2017-11-21,0.029808831114036927,0.014596952344212523,-0.021862712311224986
2017-11-22,-0.00016570086375783388,0.004311615461719653,0.08509795522517641
2017-11-24,0.008472332661071447,0.007681985297904958,0.058542205062935976
2017-11-27,-0.04131681613727681,0.003058094355170837,0.1022084467472771
2017-11-28,0.013459888683321153,0.0003587303272645891,0.32251265926882855
2017-11-29,-0.0519824738272234,-0.03351104306966344,-0.11839717683245013
2017-11-30,0.015409441662786905,0.006448657397179525,0.08971310686105377
2017-12-01,-0.009809231121394285,-0.008346516108271551,0.07311716252133542
2017-12-04,-0.04128844567251527,-0.01577825395343333,0.041432123296873916
2017-12-05,0.011563888080621976,0.004477065627735266,-0.013057869622018782
2017-12-06,0.013735847391282419,0.008909519912098651,0.020517382041298254
2017-12-07,0.016450874715530084,0.008395045091446883,0.03248791638906896
2017-12-08,-0.00352188122525382,0.0034790956449836097,0.07234355514540403
2017-12-11,0.003989784590774065,0.0031918072234428984,0.1804324355312694
2017-12-12,0.004951447267010967,-0.00507484568389791,0.2105636360772473
2017-12-13,-0.012350468180158197,0.004755007513383069,0.005699795341119683
2017-12-14,0.006428050452609413,0.005094894049729338,0.15746317394803905
2017-12-15,0.007405247051796404,0.0072398762033013325,0.005360559533505295
2017-12-18,0.003668304504218095,0.008970612083767949,0.06234958462676846
2017-12-19,-0.013864511486545494,-0.009083398593898395,-0.02919915986110855
2017-12-20,-0.010668375766413413,-0.002707622085464511,-0.017031898038505848
2017-12-21,0.0008514889685840854,-0.0008748389745832032,0.011904666586040837
2017-12-22,-0.004458878401036065,-0.0003068801730425008,-0.16017123447981585
2017-12-26,0.0020561118912677534,-0.00794284852479883,0.05782166378901992
2017-12-27,0.00839758970408555,-0.00020393680688224306,-0.03422285952202468
2017-12-28,-0.004517791345412636,0.007946389928359254,-0.05050654240530486
2017-12-29,-0.004952568373403049,-0.007541225962969999,0.08261705130955597
2018-01-02,0.012400287418824485,0.0255957983638238,0.09172554075010081
2018-01-03,0.023322000251894848,0.012868993895849635,0.09229263280640358
2018-01-04,0.009229119825283794,0.0033546319773934746,0.019103596860991126
2018-01-05,0.03690197301421333,0.014797531060833214,0.06519936658876364
2018-01-08,0.0007993446738855103,0.006568854532328206,-0.08496625911466242
2018-01-09,0.0011109354943845406,-0.002038706931453849,-0.028414741773066444
2018-01-10,0.0004690976477114972,0.0025645623186192346,-0.008808575446836752
2018-01-11,0.01365375972757249,0.009366257005225444,-0.10522001129087946
2018-01-12,-0.0013701875395439322,0.004541067445505353,0.12400506694591897
2018-01-16,-0.011125338913862748,-0.001780821471651706,-0.209422007832411
2018-01-17,0.017663822851154143,-0.001285753337648399,0.010372459956571123
2018-01-18,0.006663858939633949,0.004454519129244794,0.03440772776864609
2018-01-19,0.01795143795393153,0.0023919327348921994,-0.002314966197053381
2018-01-22,0.02215104054624173,0.01799916685257044,-0.05637262566940216
2018-01-23,-0.0018399471966379088,0.031766683182018675,-0.011371776677798118
2018-01-24,-0.00557915122140798,0.0010081232982660723,0.05664963816718829
2018-01-25,0.00995891489700601,0.008510939908556427,0.022154166422761825
2018-01-26,0.012626331621859999,0.011036913627347912,-0.021294439042623958
2018-01-29,-0.011710533720845462,0.0012310754431655421,-0.05849769501427052
2018-01-30,-0.005756818220381182,-0.002591868973699829,-0.11430317076774942
2018-01-31,0.01670233695871387,-0.002666929474818147,0.0035677018512672255
2018-02-01,-0.02533853509171974,-0.006386260236189933,-0.13116443663771796
2018-02-02,-0.023562264202276834,-0.014433029723524938,-0.0829171490769287
2018-02-05,-0.039583468602756994,-0.03961381168486418,-0.16211012573011654
2018-02-06,0.02273661190631432,0.03381157020015229,0.15115438686459226
2018-02-07,-0.0013805547684122565,-0.020199123731388057,-0.037986407234474086
2018-02-08,-0.047773100328534795,-0.0443863596777552,0.0712619769932187
2018-02-09,0.021073408788448822,0.012117604590029663,0.0855936933675494
2018-02-12,0.01270650988068528,0.024647013768813463,0.07842486517613928
2018-02-13,0.015908549666485777,0.002175405286855936,-0.014922942872249113
2018-02-14,0.014647025890592719,0.025839047612445397,0.1582293595348161
2018-02-15,0.024210004442329847,0.023171496945706107,0.05298053486354406
2018-02-16,-0.00037135026837764595,-0.005971135497721946,-0.00421227873193768
2018-02-20,0.00040956319646803796,0.0018518028597874548,0.0070797034149137975
2018-02-21,-0.01390336142825177,0.006689880648432945,-0.06144609961878894
2018-02-22,0.009242754285598925,0.0007505841473704368,-0.06284555473709119
2018-02-23,0.01544656789810342,0.01919950706285425,0.04969662049502954
2018-02-26,0.014745512315997411,0.017131316977716617,0.02385717835591226
2018-02-27,-0.007972211472058344,-0.012945414849639913,0.001871058691600269
2018-02-28,-0.0008307127794933145,-0.005440937751649667,-0.04637345316360286
2018-03-01,-0.011491251015557119,-0.01576913404691027,0.02267248487642404
2018-03-02,0.003963535013844277,0.013193928994268456,-0.02912631499303795
2018-03-05,0.03215128690381169,0.019408772722898027,-0.01683551182454246
2018-03-06,-0.006573607435072154,0.008527440277325417,-0.06764210104851569
2018-03-07,0.010582411131899672,0.0035911736466147873,-0.09386048448882654
2018-03-08,0.009307582291077865,0.001555573576239744,-0.05492546453898884
2018-03-09,0.013951407245862801,0.024734193024270337,0.024177327276965352
2018-03-12,0.0018627715699827685,-0.0012120041879901005,-0.03389385675044934
2018-03-13,-0.011945569495762809,-0.01416474898622342,-0.009710038103052666
2018-03-14,0.020554612358749808,0.006400621522714656,-0.10207415779903627
