,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,FB,FB,FB,FB,FB,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,NFLX,NFLX,NFLX,NFLX,NFLX
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-29 00:00:00-04:00,220.15,223.49,219.41,222.98,21467701,1953.45,1998.69,1948.94,1998.38,6159931,176.23,176.79,174.75,175.9,14023347,1255.0,1267.17,1252.8,1264.73,829590,367.2,369.86,362.91,368.14,6019634
2018-08-30 00:00:00-04:00,223.25,228.26,222.4,225.07,40292721,1997.42,2025.57,1986.9,2002.22,7007660,175.9,179.7901,175.7,177.645,19254155,1263.4,1269.49,1247.21,1254.07,831885,365.09,376.8085,363.54,371.08,8860323
2018-08-31 00:00:00-04:00,226.51,228.87,226.21,227.51,30059736,2005.01,2022.38,2004.74,2013.83,2830739,177.2,177.62,174.9815,175.73,14051861,1250.56,1252.55,1225.75,1231.44,960656,370.66,376.0,367.0766,367.73,5686365
2018-09-04 00:00:00-04:00,228.41,229.18,226.63,228.36,20702933,2026.5,2050.5,2013.0,2039.58,4420050,173.69,173.89,168.8,171.16,23005064,1222.52,1227.87,1206.56,1211.6,1144713,366.65,368.88,361.26,363.49,5924580
2018-09-05 00:00:00-04:00,228.99,229.67,225.1,226.87,25898450,2038.11,2040.38,1989.89,1995.0,4249859,168.76,171.125,166.67,167.21,24993049,1209.22,1214.87,1175.34,1199.45,1306974,360.75,363.39,335.83,341.19,10050571
2018-09-06 00:00:00-04:00,226.23,227.35,221.3,223.12,27250729,2006.505,2007.5,1935.21,1958.365,5614278,166.98,166.98,160.0,162.54,34114080,1199.28,1199.28,1163.61,1183.99,1231856,347.13,356.0,341.99,346.62,9890770
2018-09-07 00:00:00-04:00,221.85,225.37,220.71,221.42,29596507,1938.71,1975.2,1937.35,1952.2,3472937,160.45,164.6269,160.16,163.06,19872811,1172.0,1188.55,1169.27,1178.01,891107,342.39,355.75,341.25,348.72,7171600
2018-09-10 00:00:00-04:00,220.96,221.85,216.47,218.3402,29370268,1970.43,1973.04,1931.5157,1941.81,3100576,163.67,165.01,162.16,164.24,15754074,1184.82,1186.66,1170.61,1176.1,653768,352.45,352.5,343.08,348.42,3994096
2018-09-11 00:00:00-04:00,218.01,224.299,216.56,223.86,27700011,1928.27,1988.88,1917.0,1987.61,2715087,163.91,167.19,163.72,165.96,15262407,1171.1,1190.94,1165.95,1189.99,789832,344.78,356.15,343.9001,356.01,4538019
2018-09-12 00:00:00-04:00,224.94,225.0,219.84,221.06,39249350,1994.0,2000.0,1962.44,1990.07,2985582,163.25,164.49,161.8,161.99,19079037,1182.62,1190.694,1166.16,1171.51,825011,359.08,370.43,356.24,369.95,7457713
2018-09-13 00:00:00-04:00,223.52,228.35,222.57,226.4,31575373,2000.0,2008.76,1982.0277,1990.0,3280352,162.08,163.32,160.86,161.4,19239379,1179.53,1187.86,1169.22,1182.17,1036728,372.0,374.09,366.84,368.17,5940969
2018-09-14 00:00:00-04:00,225.75,226.84,222.522,223.64,23562371,1991.75,1993.0,1959.22,1970.19,3440333,161.68,162.84,160.34,162.31,17280894,1188.0,1188.0,1173.52,1177.96,615187,368.55,371.09,363.46,364.54,3112547
2018-09-17 00:00:00-04:00,222.15,222.95,217.27,217.89,28375627,1952.865,1956.82,1887.41,1908.03,6821963,161.88,162.06,159.77,160.6,16908184,1177.77,1181.82,1158.455,1159.83,878824,364.22,367.33,349.57,350.38,5015178
2018-09-18 00:00:00-04:00,217.79,221.85,217.12,218.24,24147467,1917.5,1958.2,1916.01,1941.59,3024558,159.39,161.7639,158.8656,160.3,17290047,1162.66,1181.33,1161.425,1167.26,767958,353.67,368.15,351.56,367.65,7731494
2018-09-19 00:00:00-04:00,218.5,219.62,215.3,218.34,20793048,1940.5,1940.83,1904.9,1926.28,2180429,160.14,163.44,159.48,163.08,14989229,1168.96,1176.27,1158.6152,1174.7,629093,373.95,377.61,359.17,366.893,8736252
2018-09-20 00:00:00-04:00,220.32,222.28,219.15,220.04,19407352,1943.1663,1955.0,1932.25,1944.3,2921514,164.44,166.45,164.33,166.03,14091854,1180.67,1194.0,1176.25,1191.59,687458,370.06,370.26,363.17,365.35,4535687
2018-09-21 00:00:00-04:00,220.57,221.36,217.29,217.655,35567117,1953.51,1957.31,1910.5011,1915.01,5370017,166.6,167.25,162.81,162.92,20529018,1193.77,1196.58,1172.06,1172.07,1465005,366.47,372.22,360.74,360.98,6316681
2018-09-24 00:00:00-04:00,216.82,221.26,216.63,220.79,19526076,1898.59,1936.88,1865.0,1934.35,3642637,161.03,165.7,160.88,165.41,13736917,1160.01,1185.19,1151.5,1179.46,759827,359.0,373.64,354.33,369.59,6828043
2018-09-25 00:00:00-04:00,219.75,222.82,219.7,222.19,15917628,1942.9,1975.91,1938.85,1974.55,2766623,161.99,165.59,161.15,164.9,21301879,1184.25,1196.8599,1174.09,1193.88,812972,370.1,371.34,364.492,369.3,4759607
2018-09-26 00:00:00-04:00,221.0,223.75,219.76,220.51,17135872,1968.3,1995.25,1961.52,1974.85,3223351,164.34,169.3,164.21,166.95,18713790,1192.2,1207.24,1185.3969,1193.65,874727,373.59,382.0,370.88,378.0,9902716
2018-09-27 00:00:00-04:00,223.79,226.44,223.54,225.09,21761696,1989.6,2016.1564,1989.5,2012.98,4055435,167.37,171.77,167.21,168.84,21776526,1200.0,1216.86,1198.05,1207.23,877183,379.97,383.2,376.0,380.69,5322378
2018-09-28 00:00:00-04:00,224.79,225.84,224.02,225.76,15106196,2009.6628,2026.52,1996.4648,2002.57,3243297,168.33,168.79,162.56,164.44,26838355,1204.09,1208.45,1197.83,1207.72,722320,379.24,380.8,373.73,374.35,4702286
2018-10-01 00:00:00-04:00,227.95,229.42,226.35,227.27,16337487,2021.0,2033.19,2003.6,2004.36,2232245,163.2,165.88,161.26,162.44,20170569,1213.0,1224.2,1203.19,1208.46,717054,375.85,386.11,375.54,381.43,5843796
2018-10-02 00:00:00-04:00,227.25,230.0,226.63,229.29,18374731,2000.6014,2013.39,1965.77,1970.0,4012791,161.61,162.28,158.67,159.33,28064925,1206.67,1224.52,1199.66,1209.21,1003966,384.46,386.7999,373.83,377.19,6343742
2018-10-03 00:00:00-04:00,230.05,233.47,229.78,232.1,21649962,1981.69,1989.7,1949.81,1952.76,4713942,160.0,163.66,159.53,162.48,18187915,1212.0,1214.18,1202.15,1212.02,647235,378.55,380.93,374.881,377.01,3757455
2018-10-04 00:00:00-04:00,230.78,232.35,226.73,227.99,23764631,1949.0,1956.0,1896.57,1910.32,5137287,161.38,161.46,157.35,158.8,19020602,1205.03,1205.9,1163.845,1177.07,1108747,375.88,375.92,360.4,363.5,6448663
2018-10-05 00:00:00-04:00,227.96,228.41,220.58,224.26,25806520,1917.99,1929.08,1862.83,1889.58,5545721,159.21,160.9,156.2,157.32,20512499,1176.0,1182.0,1154.32,1167.83,811384,359.77,363.5,343.0,351.36,10073193
2018-10-08 00:00:00-04:00,222.21,224.8,220.2,223.76,21084112,1870.585,1901.9962,1830.6627,1864.42,7061322,155.6,158.34,154.39,157.23,18307090,1160.0,1175.86,1135.4,1155.61,1179900,345.65,352.945,338.11,349.07,9577094
2018-10-09 00:00:00-04:00,223.63,227.27,222.2462,226.87,19672102,1861.0,1896.6759,1852.32,1870.32,4496453,157.68,160.59,157.42,157.9,14772217,1151.31,1161.55,1144.17,1145.17,897667,348.49,358.72,347.09,355.7,6528822
2018-10-10 00:00:00-04:00,225.46,226.35,216.05,216.39,29815295,1855.5332,1857.0,1754.41,1755.25,10503319,156.82,157.69,151.31,151.41,22581710,1136.95,1137.02,1091.51,1092.61,1486403,353.52,355.15,325.39,325.89,12982056
2018-10-11 00:00:00-04:00,214.52,219.5,212.32,214.45,38787008,1725.01,1754.0,1685.1,1719.36,11936763,150.12,154.81,149.16,153.35,25980502,1081.77,1116.055,1075.89,1090.91,1821525,324.84,334.2,315.81,321.22,12024300
2018-10-12 00:00:00-04:00,220.42,222.88,216.84,222.11,28354162,1795.905,1806.26,1742.53,1788.61,6314157,156.62,156.89,151.2998,153.74,18750285,1120.0,1125.83,1095.025,1120.55,1277742,339.63,341.3,328.9,339.58,11113259
2018-10-15 00:00:00-04:00,221.16,221.83,217.27,217.28,22403259,1793.4,1794.8438,1734.23,1760.95,5859434,153.32,155.57,152.55,153.52,11082405,1117.78,1121.795,1098.22,1101.58,806858,337.63,339.2057,326.93,333.14,8483113
2018-10-16 00:00:00-04:00,218.93,222.99,216.7627,222.13,21865043,1783.5,1823.88,1761.55,1820.15,5481724,155.39,159.46,155.01,158.77,14265021,1113.48,1136.37,1111.75,1133.23,870550,337.24,347.95,330.555,346.59,11180427
2018-10-17 00:00:00-04:00,222.3,222.64,219.34,221.2,16169647,1832.03,1837.9916,1807.0,1831.73,4860411,159.56,160.49,157.95,159.5,12617023,1140.0,1147.0,1114.0,1127.5,886862,378.19,380.0,356.5,364.71,24750326
2018-10-18 00:00:00-04:00,217.86,219.74,213.0,216.12,23483746,1819.738,1830.15,1767.87,1770.72,5609484,158.51,158.66,153.28,155.01,15771970,1131.76,1132.35,1086.34,1098.13,1240643,360.673,362.2,346.05,346.7,14199648
2018-10-19 00:00:00-04:00,219.16,221.26,217.43,219.3,23788682,1785.0,1809.1,1753.0,1764.03,6486965,156.66,157.35,153.55,153.94,14105422,1104.7,1120.95,1097.03,1104.67,989682,351.0,355.8,332.2,332.55,11866474
2018-10-22 00:00:00-04:00,219.79,223.36,218.94,220.59,23781840,1784.0,1809.4999,1756.0,1789.005,4236373,154.76,157.34,154.46,154.81,11703014,1112.51,1121.69,1100.0,1112.28,655044,332.73,335.8,320.34,329.53,12873502
2018-10-23 00:00:00-04:00,215.83,223.25,214.7,222.9,36787089,1742.24,1776.34,1714.0,1768.25,4808949,151.13,154.77,150.85,154.4,14248101,1091.29,1118.0,1079.01,1115.6,885302,318.28,336.58,316.77,333.1,11667442
2018-10-24 00:00:00-04:00,222.6,224.23,214.54,215.06,36197804,1773.7,1777.71,1656.56,1659.63,5002212,154.28,154.65,145.6,146.03,21428641,1115.94,1116.62,1055.06,1056.93,1255670,332.56,333.0,300.73,301.775,14213860
2018-10-25 00:00:00-04:00,217.71,222.44,216.75,219.85,22758164,1703.34,1794.81,1692.0101,1782.0,8085683,147.79,152.21,147.0,150.95,16294387,1080.3,1117.82,1075.545,1103.36,1680021,307.3,319.94,305.25,312.89,9215227
2018-10-26 00:00:00-04:00,215.9,220.19,212.67,216.03,41258595,1649.59,1698.46,1603.0,1638.28,11006965,145.66,149.0,143.8,145.37,24161985,1048.54,1117.0,1042.23,1083.71,2895642,300.64,313.99,292.3,299.85,14870683
2018-10-29 00:00:00-04:00,219.255,219.69,206.09,212.55,36069395,1659.795,1665.7383,1495.0,1538.6078,10690836,148.49,148.83,139.03,142.09,24514078,1096.54,1108.83,1007.2,1034.87,2345406,305.26,307.89,275.4,285.2401,17368228
2018-10-30 00:00:00-04:00,211.15,215.18,209.27,213.33,29704603,1481.58,1540.99,1476.36,1530.42,9332567,139.94,146.64,139.73,146.23,29557243,1023.92,1050.9,1013.97,1050.11,1589685,275.16,290.525,271.2093,285.82,18828972
2018-10-31 00:00:00-04:00,216.88,220.45,216.62,218.75,31900983,1569.11,1623.91,1565.09,1599.19,4602373,155.24,156.4,148.96,151.85,48797350,1071.0,1108.0,1068.2,1090.55,1962753,297.52,311.5,295.05,301.79,15877182
2018-11-01 00:00:00-04:00,219.07,222.36,216.81,222.05,40261246,1623.53,1670.4465,1598.44,1665.86,7682121,151.55,152.75,149.35,151.75,19563667,1091.5,1099.9,1077.82,1085.89,1095750,304.59,318.45,296.67,317.35,11767406
2018-11-02 00:00:00-04:00,209.55,213.89,205.43,206.14,82917876,1678.59,1697.44,1651.83,1665.58,6221611,151.78,154.13,148.96,150.25,17533008,1088.86,1098.0,1067.66,1072.69,1090396,318.0,321.88,308.33,309.09,10534308
2018-11-05 00:00:00-05:00,204.3,204.39,198.17,201.59,51670747,1657.57,1658.09,1596.36,1627.45,5231856,150.1,151.74,147.44,148.64,13510540,1072.53,1073.35,1034.0,1056.22,1179259,311.1,317.53,303.74,315.22,9904103
2018-11-06 00:00:00-05:00,201.92,204.72,201.69,203.78,27934956,1618.35,1665.0,1614.55,1642.86,4000487,149.31,152.1,148.0,149.94,15521926,1055.02,1079.82,1053.61,1069.78,675884,314.76,320.22,305.3,310.58,9312474
2018-11-07 00:00:00-05:00,205.89,210.01,204.13,209.91,26705827,1673.0,1759.23,1664.075,1757.36,7606948,151.57,154.06,149.83,151.48,19573495,1084.23,1109.9299,1080.59,1107.85,1185733,312.9,328.64,311.0,327.5,12811841
2018-11-08 00:00:00-05:00,209.94,210.12,206.75,208.49,19216333,1752.89,1784.0,1725.11,1754.95,3299391,150.49,150.94,146.74,147.85,19550577,1107.3,1108.22,1084.36,1094.71,955537,328.44,332.0499,316.6103,317.89,8536060
2018-11-09 00:00:00-05:00,205.55,206.01,202.25,204.47,23852926,1735.12,1743.9207,1701.87,1712.03,2962981,146.75,147.76,144.07,144.96,13114469,1084.02,1088.35,1064.26,1077.02,814787,311.07,312.98,298.01,303.46,10501760
2018-11-12 00:00:00-05:00,198.9,199.85,193.79,194.2,40614690,1699.67,1708.55,1630.01,1636.79,3229882,144.48,145.04,140.4899,141.53,14536368,1073.13,1074.1,1040.35,1049.23,944004,300.0,302.49,290.63,294.21,8234067
2018-11-13 00:00:00-05:00,191.63,197.18,191.4501,192.23,35553485,1649.29,1677.0638,1613.75,1631.445,2901917,142.0,144.88,141.62,142.2,11632448,1054.81,1066.665,1040.4,1047.67,636375,295.0,303.55,289.1,294.4,9473196
2018-11-14 00:00:00-05:00,193.9,194.48,185.93,186.76,57202350,1656.32,1672.9952,1597.07,1600.1,6052227,143.7,145.58,141.55,144.24,20552217,1060.0,1065.79,1041.11,1054.57,1428003,300.4,301.84,278.2969,286.7,16430110
2018-11-15 00:00:00-05:00,188.39,193.99,186.9,191.5,42306727,1581.01,1624.82,1546.51,1620.0,7969198,142.33,144.84,140.83,143.85,27690117,1051.46,1078.87,1041.2925,1072.16,1777721,285.51,292.5,282.16,290.13,9428924
2018-11-16 00:00:00-05:00,190.5,194.9695,189.46,193.58,34044307,1587.5,1614.48,1573.12,1593.59,5789575,141.07,141.77,136.56,139.55,36371720,1065.23,1072.44,1054.9,1068.28,1564227,287.14,291.72,281.0,286.23,8755528
2018-11-19 00:00:00-05:00,190.0,190.7,184.99,185.85,37092706,1577.01,1581.19,1503.36,1512.7,7408605,137.61,137.75,131.21,131.62,41718996,1063.39,1068.0,1022.8692,1027.429,2008059,283.79,285.09,269.15,270.64,12089707
2018-11-20 00:00:00-05:00,178.37,181.47,175.51,177.01,63109179,1437.5,1534.75,1420.0,1495.46,10400723,127.03,134.1592,126.85,132.44,40042828,1007.29,1037.35,1002.21,1030.44,2414922,254.63,276.34,250.0,267.05,15704167
2018-11-21 00:00:00-05:00,179.73,180.27,176.55,176.82,27395649,1542.99,1550.0,1516.2,1516.4,5464027,134.4,137.19,134.13,134.79,24052557,1045.31,1054.705,1039.455,1043.3,1369358,274.42,275.34,261.51,262.13,9966685
2018-11-23 00:00:00-05:00,174.94,176.595,172.1,172.25,21939557,1517.0,1536.2,1501.81,1502.08,2508385,133.65,135.64,131.2551,131.73,11036941,1033.5,1043.0,1028.52,1029.87,632994,260.11,265.5,256.84,258.84,5132258
2018-11-26 00:00:00-05:00,174.24,174.95,170.26,174.58,40367186,1539.0,1584.81,1524.22,1581.33,5901415,133.0,137.0,132.78,136.41,20900848,1044.0,1057.0,1039.77,1055.64,1365707,260.55,266.25,253.8,261.609,11642171
2018-11-27 00:00:00-05:00,171.51,174.77,170.88,174.245,37132335,1575.99,1597.65,1558.01,1582.0,5417385,135.75,136.6126,133.71,135.0,16874229,1051.34,1066.76,1045.5,1052.45,1327768,259.24,269.08,256.14,266.68,10691521
2018-11-28 00:00:00-05:00,176.73,181.29,174.93,180.96,42264101,1613.92,1681.45,1601.215,1677.46,7904444,136.28,136.7899,131.85,136.74,26515623,1057.46,1092.8575,1042.95,1091.78,2047250,271.98,284.0,263.34,282.78,14317276
2018-11-29 00:00:00-05:00,182.66,182.8,177.7,179.55,38797596,1674.99,1692.37,1652.331,1672.94,6312746,135.92,139.99,135.66,138.68,22359837,1083.53,1100.15,1082.0,1094.58,1394154,282.32,290.49,275.5,288.76,14607428
2018-11-30 00:00:00-05:00,180.29,180.33,177.03,178.6,28559844,1679.5,1696.0,1666.5,1691.55,5186801,138.26,140.966,137.36,140.69,18248391,1095.63,1105.07,1083.18,1105.0,1837462,288.0,290.81,282.36,286.1,10234409
2018-12-03 00:00:00-05:00,184.46,184.94,181.21,184.93,35606774,1769.46,1778.34,1730.0,1772.9,6403320,143.0,143.6799,140.76,141.13,21213181,1132.16,1135.0,1111.73,1116.78,2311965,293.19,298.72,284.58,290.39,13352654
2018-12-04 00:00:00-05:00,180.95,182.3899,176.27,176.67,35659368,1756.0,1770.3383,1665.404,1668.64,8090560,140.73,143.39,137.16,137.9,26488493,1112.99,1114.24,1060.775,1063.05,1918725,288.13,295.74,274.72,275.33,12204257
2018-12-06 00:00:00-05:00,171.76,174.78,170.42,174.77,38911135,1614.87,1700.0,1609.85,1700.0,8247065,133.82,139.7,133.65,139.6,25719052,1045.0,1078.96,1042.48,1078.76,2092240,268.33,283.22,267.14,282.95,12179675
2018-12-07 00:00:00-05:00,173.49,174.49,168.3,168.38,37358874,1705.07,1718.9261,1625.46,1629.11,7080944,139.25,140.87,136.6566,137.44,18595713,1072.23,1085.03,1039.37,1047.09,1878688,282.48,284.209,263.38,265.14,11999841
2018-12-10 00:00:00-05:00,165.0,170.09,163.33,169.61,57206552,1623.84,1657.99,1590.87,1641.2,7179113,139.6,143.05,139.01,141.82,24647519,1042.94,1059.6,1033.0,1052.71,1526599,264.19,271.18,260.6094,269.7,9305497
2018-12-11 00:00:00-05:00,171.66,171.79,167.0,168.67,41305424,1678.0,1679.4684,1619.6,1643.4,5802900,143.88,143.88,141.1,142.11,18589298,1066.94,1070.4,1050.1,1061.39,1543940,274.08,274.5,262.76,265.45,9534720
2018-12-12 00:00:00-05:00,170.4,171.92,169.02,169.04,30803351,1669.0,1704.99,1660.27,1663.13,6044555,143.08,147.19,142.51,144.55,20746670,1077.08,1091.7325,1071.97,1073.12,1232603,267.66,281.7695,266.48,274.88,11033359
2018-12-13 00:00:00-05:00,170.49,172.57,169.22,170.82,29424166,1680.0,1692.12,1641.5,1659.74,4979728,145.57,145.85,143.19,145.13,16415472,1075.67,1088.42,1064.994,1072.6,1020097,277.64,279.32,271.85,276.02,8177476
2018-12-14 00:00:00-05:00,169.0,169.08,165.28,165.4,36692953,1638.0,1642.57,1585.0,1591.92,5752043,143.34,146.01,142.51,144.05,19303910,1060.02,1071.72,1049.37,1051.1,1346484,271.81,277.6665,265.0,266.71,9496063
2018-12-17 00:00:00-05:00,165.45,168.35,162.73,163.97,37985427,1566.0,1576.13,1505.01,1519.75,8117515,143.08,144.92,138.42,140.29,18315886,1047.01,1062.38,1016.63,1025.89,1831197,266.51,272.98,261.075,262.96,14825237
2018-12-18 00:00:00-05:00,165.38,167.53,164.39,165.87,29845988,1540.0,1567.55,1523.01,1551.11,6143530,141.08,145.93,139.8301,143.67,20912539,1034.0,1059.69,1030.48,1043.32,1880670,263.3,275.75,263.29,270.96,9803580
2018-12-19 00:00:00-05:00,166.0,167.45,158.7,160.76,41382586,1543.05,1584.53,1483.18,1494.83,7903568,141.21,144.91,132.5,133.35,54364716,1047.29,1075.71,1019.43,1034.66,2432756,269.96,280.87,263.77,266.68,13223958
2018-12-20 00:00:00-05:00,160.4,162.11,155.3,156.84,58947341,1484.0,1509.5,1432.69,1460.83,9314198,130.7,135.57,1.34,133.46,37322427,1026.0,1047.44,1007.8648,1023.75,2560811,264.64,269.9,251.88,260.58,16220609
2018-12-21 00:00:00-05:00,156.86,158.16,149.63,150.85,72723677,1464.99,1480.0,1363.96,1376.73,12453718,133.39,134.9,123.42,124.95,51155133,1032.04,1037.67,979.6364,990.27,4662207,263.83,264.5,241.29,246.2,18792685
2018-12-24 00:00:00-05:00,148.15,151.55,146.44,146.62,34312501,1346.0,1396.03,1307.0,1342.91,6958691,123.1,129.74,123.02,123.51,20142318,984.32,1012.1195,977.6599,984.52,1659918,242.0,250.65,233.68,234.15,9161444
2018-12-26 00:00:00-05:00,148.3,157.22,146.72,157.18,52488787,1368.89,1473.1567,1363.01,1470.81,9884789,126.0,134.24,125.89,134.16,35132659,997.99,1048.45,992.645,1047.88,1977553,233.92,254.5,231.23,253.54,13683008
2018-12-27 00:00:00-05:00,155.84,156.77,150.07,156.12,46950454,1454.2,1469.0,1390.31,1462.0,9157443,132.44,134.99,129.67,134.5,26402623,1026.2,1053.34,1007.0,1053.34,1919972,250.11,255.5,240.1,255.5,11655163
2018-12-28 00:00:00-05:00,157.47,158.52,154.55,156.07,37588889,1473.35,1513.47,1449.0,1475.18,8215424,135.34,135.92,132.2,132.9726,19158988,1059.5,1064.23,1042.0,1046.34,1476634,257.94,261.9144,249.8,255.97,10727771
2018-12-31 00:00:00-05:00,158.53,159.36,156.51,156.7,29014557,1510.8,1520.76,1487.0,1492.38,6215958,134.45,134.64,129.95,130.29,20878888,1057.83,1062.99,1033.0387,1037.745,1219176,260.16,270.1001,260.0,266.3142,12633985
2019-01-02 00:00:00-05:00,154.89,158.85,154.23,157.5225,27803621,1465.2,1553.36,1460.93,1536.73,7132821,128.99,137.51,128.56,135.41,25465924,1027.2,1060.79,1025.275,1053.24,1346501,259.28,269.7499,256.58,267.67,10715228
2019-01-03 00:00:00-05:00,143.98,145.72,142.0,142.29,82418448,1520.01,1538.0,1498.1062,1502.07,6340704,134.69,137.17,131.12,131.8902,18011900,1050.67,1066.26,1022.37,1026.505,1546910,270.2,275.79,264.43,271.91,13801524
2019-01-04 00:00:00-05:00,144.53,148.5499,143.8,148.12,51267225,1530.0,1594.0,1518.31,1574.54,8285596,134.01,138.0,133.75,137.94,23927539,1041.63,1080.0,1036.86,1076.55,1792417,281.88,297.8,278.54,297.47,18127036
2019-01-07 00:00:00-05:00,148.7,148.83,145.9,147.91,49982480,1602.31,1634.56,1589.185,1631.12,7252880,137.45,138.87,135.91,138.23,16261533,1080.97,1082.7,1062.64,1076.01,1872050,302.1,316.8,301.65,316.63,17137501
2019-01-08 00:00:00-05:00,149.56,151.82,148.52,150.63,36592406,1664.69,1676.61,1616.61,1655.835,8184304,139.89,143.14,139.54,142.5843,22239823,1084.77,1093.35,1068.3486,1085.51,1402631,319.98,320.51,308.01,320.39,14085038
2019-01-09 00:00:00-05:00,151.29,154.53,149.63,153.37,40827842,1652.98,1667.799,1641.3953,1657.59,5718583,142.95,144.7,141.27,144.25,18404347,1087.99,1091.64,1074.37,1083.22,1154151,317.71,323.3508,313.5,320.0,12574007
2019-01-10 00:00:00-05:00,152.5,153.97,150.86,153.55,32553301,1643.07,1663.25,1621.615,1655.5,6024209,143.08,144.56,140.84,144.15,13885316,1074.94,1079.085,1064.68,1078.45,1092023,314.57,325.37,312.5,324.74,12476511
2019-01-11 00:00:00-05:00,152.88,153.7,151.51,152.0534,22850904,1640.55,1660.294,1636.22,1639.66,4171157,143.15,145.36,142.57,143.7205,10819759,1069.9,1073.37,1056.43,1062.93,1272704,330.84,341.09,328.52,337.9254,18241211
2019-01-14 00:00:00-05:00,150.85,151.27,149.22,149.76,26038136,1615.0,1648.2,1595.15,1619.8767,5255053,142.08,146.57,141.27,145.63,17231093,1053.34,1058.45,1048.55,1052.845,1137744,334.24,335.48,329.13,332.67,9580536
2019-01-15 00:00:00-05:00,150.27,153.39,150.05,152.95,25862287,1632.0,1672.97,1626.01,1672.75,5504935,146.01,150.68,145.99,148.82,21340466,1058.01,1088.27,1054.44,1086.06,1536965,349.6,357.22,347.0,354.32,19496381
2019-01-16 00:00:00-05:00,153.08,155.88,153.0,154.91,27032885,1684.22,1705.0,1675.8787,1681.9703,5690955,149.0,149.6499,146.9975,147.43,15596801,1090.0,1102.36,1088.1,1088.21,1639887,354.0,358.85,348.11,350.7639,14108264
2019-01-17 00:00:00-05:00,154.2,157.66,153.26,155.53,26717099,1681.46,1700.17,1677.5,1691.37,3801991,146.95,149.0,146.5,148.0684,13965026,1087.99,1100.7,1083.255,1098.15,1010311,349.5,355.79,346.41,353.82,13413692
2019-01-18 00:00:00-05:00,157.5,157.88,155.9806,156.57,30450605,1712.0,1716.2,1691.54,1693.2421,5590622,149.75,152.43,148.55,149.99,28961698,1108.59,1118.0,1099.2834,1105.4,1894558,351.97,353.0,336.73,338.92,24643106
2019-01-22 00:00:00-05:00,156.41,156.73,152.62,152.93,24086204,1681.0,1681.8668,1610.2,1628.398,5768384,149.2,151.53,146.37,147.245,18121895,1097.5,1098.97,1070.89,1074.54,1299223,334.89,336.88,321.03,324.5401,16718058
2019-01-23 00:00:00-05:00,154.15,155.14,151.7,153.6799,20246607,1655.99,1657.43,1612.0,1636.55,4758701,148.28,148.8,143.055,144.07,18612594,1086.86,1092.95,1067.57,1082.815,1063226,328.25,331.75,318.6,321.59,12481519
2019-01-24 00:00:00-05:00,154.11,154.48,151.74,152.63,20669415,1641.07,1657.2572,1631.7847,1654.97,3419975,144.64,146.44,142.52,145.74,19111339,1082.51,1088.0,1070.02,1084.285,1099283,320.6,331.8,319.0,326.8881,10475217
2019-01-25 00:00:00-05:00,155.48,158.13,154.32,157.5,29575048,1670.0,1683.48,1661.6122,1668.6,4248850,147.48,149.83,146.54,149.0944,17851615,1094.23,1103.21,1091.8011,1099.37,882516,328.72,340.0,328.51,337.94,10469177
2019-01-28 00:00:00-05:00,155.79,156.28,153.66,156.0878,22270959,1644.62,1645.0,1614.09,1636.185,4294355,148.05,148.96,146.21,147.37,12571121,1090.07,1093.365,1074.61,1080.0529,1060160,334.7,336.3,328.88,335.53,7732010
2019-01-29 00:00:00-05:00,156.25,158.13,154.11,154.5,30723484,1631.27,1632.38,1590.72,1592.73,4087240,148.09,148.1,143.43,144.115,16035997,1081.04,1084.73,1066.02,1070.01,846453,335.87,338.22,328.151,329.2,7075520
2019-01-30 00:00:00-05:00,163.25,166.15,160.23,165.49,49026033,1622.09,1676.95,1619.68,1670.2312,4779035,146.22,150.95,145.6953,150.3,27203498,1078.57,1099.52,1076.64,1098.32,1086527,332.75,341.78,330.8,340.8901,7890146
2019-01-31 00:00:00-05:00,166.11,169.0,164.56,166.6249,31699885,1691.87,1736.411,1679.0822,1720.41,7804004,165.53,171.68,165.0,166.8,70441723,1112.24,1127.67,1105.25,1124.72,1624482,339.68,345.99,338.0919,339.57,7470759
2019-02-01 00:00:00-05:00,166.96,168.98,165.93,166.62,25342728,1637.8,1673.06,1622.01,1623.8,10364406,165.84,169.1,165.66,165.83,27891288,1122.29,1134.4,1114.25,1119.685,1300373,337.0,346.84,336.5,339.21,8504260
2019-02-04 00:00:00-05:00,167.41,171.655,167.28,170.99,26912592,1623.0,1649.63,1613.5,1630.5,4434619,165.7,169.28,163.62,168.935,17419943,1120.1,1142.34,1117.51,1140.21,2511344,342.6,352.0,341.3,351.0,8180214
2019-02-05 00:00:00-05:00,172.86,175.08,172.3501,174.01,31860037,1643.34,1665.26,1642.5,1656.87,3853990,169.15,171.98,168.69,170.9434,17737618,1129.63,1152.5,1123.6,1151.345,3714644,353.2,360.0,352.9,355.07,8431842
