,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,FB,FB,FB,FB,FB,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,NFLX,NFLX,NFLX,NFLX,NFLX
,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume,open,high,low,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 00:00:00-04:00,222.01,223.76,220.37,220.95,19560095,1821.06,1832.57,1817.9,1821.54,1793657,188.66,191.1,188.15,190.15,9366457,1232.32,1244.34,1232.31,1238.76,691341,291.56,293.81,283.4,286.58,7805755
2019-09-20 00:00:00-04:00,221.38,222.56,217.473,217.69,36711725,1821.71,1830.63,1780.92,1794.89,4714413,190.66,193.1,188.12,189.9,18671461,1233.64,1242.8,1223.58,1229.53,1742302,280.26,282.5,266.0,270.75,22337245
2019-09-23 00:00:00-04:00,218.95,219.84,217.65,218.68,16353130,1777.0,1792.7,1767.32,1784.29,2557364,189.34,190.1,185.2062,186.85,11074636,1226.57,1239.68,1223.7825,1234.49,762394,268.17,273.39,261.89,265.87,12693105
2019-09-24 00:00:00-04:00,221.03,222.49,217.19,217.68,27025966,1790.605,1795.705,1735.545,1742.34,4199402,187.98,188.04,180.39,181.2906,15323237,1240.0,1247.11,1210.6438,1218.12,1467120,262.5,265.0,252.28,254.58,15368904
2019-09-25 00:00:00-04:00,218.55,221.5,217.1402,220.99,18945127,1747.36,1773.0,1723.0,1768.08,3087299,181.45,183.42,177.87,182.78,15796839,1216.96,1248.02,1209.2,1246.61,1037009,255.61,266.6,253.7,264.75,10778121
2019-09-26 00:00:00-04:00,220.0,220.94,218.83,219.89,16151246,1762.79,1763.37,1731.5,1740.12,3136278,181.33,181.4,177.67,180.16,14202760,1240.86,1244.67,1231.82,1241.42,931462,266.42,268.05,260.2,263.34,7176045
2019-09-27 00:00:00-04:00,220.54,220.96,217.2814,218.85,22606388,1747.8,1749.12,1713.82,1725.85,3613379,180.5,180.755,175.66,177.07,13156288,1242.83,1244.99,1215.2,1226.15,1399119,266.175,267.44,260.39,263.09,6752140
2019-09-30 00:00:00-04:00,220.9,224.58,220.79,223.98,22189704,1726.99,1737.46,1709.22,1736.12,2300015,177.87,178.67,176.85,178.07,8886101,1220.6,1227.405,1213.42,1221.15,1007209,264.0,268.88,262.78,267.63,5254867
2019-10-01 00:00:00-04:00,225.07,228.22,224.2,224.58,32017308,1746.0,1755.6,1728.41,1736.11,2721128,179.15,179.84,174.88,175.79,15821576,1222.73,1232.8583,1205.55,1206.0,1066174,267.35,272.2,264.04,269.58,8075505
2019-10-02 00:00:00-04:00,223.06,223.35,217.93,218.96,31067943,1727.74,1728.89,1705.0,1713.23,2954213,174.84,176.53,173.09,174.6,14322684,1196.5,1198.76,1172.63,1177.41,1451783,263.61,269.35,262.19,268.06,6910425
2019-10-03 00:00:00-04:00,218.43,220.96,215.132,220.81,25267290,1713.0,1725.0,1685.06,1724.25,3105457,175.57,179.84,173.63,179.42,14706025,1183.34,1191.0,1163.14,1188.84,1234360,267.78,268.843,257.01,268.28,8418905
2019-10-04 00:00:00-04:00,225.64,227.49,223.89,227.01,61420683,1726.06,1740.575,1719.23,1739.4,4348820,179.55,180.98,178.1,180.4,18008184,1194.26,1212.46,1190.97,1210.23,1977035,268.2,275.4846,266.47,272.73,17570819
2019-10-07 00:00:00-04:00,226.27,229.93,225.84,227.06,56249522,1731.63,1747.83,1723.7,1732.5,3700680,180.0,181.18,178.09,179.68,15310362,1207.0,1218.91,1204.36,1207.99,1478428,271.99,276.68,271.28,274.47,12062551
2019-10-08 00:00:00-04:00,225.82,228.06,224.33,224.39,49356153,1722.49,1727.0,1705.0,1705.25,4559696,178.26,180.37,177.72,177.73,16806524,1197.27,1206.8688,1189.48,1189.78,1666099,273.03,275.53,270.6427,270.73,11067212
2019-10-09 00:00:00-04:00,227.03,227.79,225.64,227.0,33424472,1719.61,1729.95,1714.36,1721.79,3594275,179.16,180.72,177.94,179.83,13268798,1201.33,1208.46,1198.115,1202.39,1316447,270.02,271.0,264.57,267.52,12593464
2019-10-10 00:00:00-04:00,227.93,230.44,227.3,230.09,51957764,1725.0,1738.29,1713.75,1720.56,4724970,180.32,181.61,179.17,180.19,14880819,1198.6,1215.62,1197.69,1209.59,1092910,265.97,280.53,265.0337,280.5,20404108
2019-10-11 00:00:00-04:00,232.95,237.64,232.3075,236.22,75801862,1742.92,1745.45,1729.86,1729.98,5936898,182.24,186.49,182.14,184.11,27162518,1224.03,1228.75,1213.6384,1214.27,1838238,284.76,287.87,282.3438,282.77,16683073
2019-10-14 00:00:00-04:00,234.9,238.1342,234.6701,235.89,43035391,1728.69,1741.8887,1722.0,1736.5,3293125,184.2,184.62,182.5735,183.29,12331878,1215.2354,1225.88,1211.88,1217.08,1013997,283.93,286.93,282.0,285.47,10160503
2019-10-15 00:00:00-04:00,236.39,237.65,234.88,235.32,37286507,1742.14,1776.45,1740.62,1767.35,5739023,183.8,190.38,183.66,188.83,27710318,1221.5,1247.125,1220.92,1242.24,2536190,283.2,285.87,279.4,284.27,13772252
2019-10-16 00:00:00-04:00,233.37,235.24,233.2,234.39,32693993,1772.0,1786.24,1770.521,1777.42,4891217,188.32,189.7,186.9002,189.61,18318801,1241.81,1254.19,1238.53,1242.97,1843678,283.23,288.17,280.7431,286.6207,22951678
2019-10-17 00:00:00-04:00,235.09,236.15,233.52,235.29,30936663,1796.0,1798.85,1782.02,1787.47,4695257,190.29,190.84,188.765,190.4,17418890,1251.4,1263.75,1249.87,1253.48,1766810,304.49,308.75,288.3001,293.3091,70376981
2019-10-18 00:00:00-04:00,234.59,237.58,234.29,236.28,45791251,1787.8,1793.98,1749.2001,1757.79,6127556,190.23,191.49,183.9239,185.86,29021855,1254.69,1258.11,1240.14,1244.08,2794445,289.36,290.9,273.36,275.28,45593076
2019-10-21 00:00:00-04:00,238.3659,240.99,238.32,240.53,17427391,1768.63,1785.88,1765.0,1785.835,1771449,186.9,189.91,186.9,189.75,6617879,1250.59,1252.18,1239.99,1244.41,675428,274.235,279.9399,269.0,278.05,11598665
2019-10-22 00:00:00-04:00,241.16,242.2,239.6218,239.97,19060536,1788.15,1789.7799,1762.0,1765.34,1925469,190.0,190.65,181.5,182.31,17844142,1244.48,1248.73,1239.85,1241.18,1015521,271.159,275.41,265.8,266.69,11029467
2019-10-23 00:00:00-04:00,242.1,243.24,241.22,243.14,17199153,1761.3,1770.05,1742.0,1761.99,1920970,182.01,186.38,182.0,186.17,10854128,1240.21,1258.02,1240.21,1257.75,878666,268.06,273.92,266.63,271.26,6789676
2019-10-24 00:00:00-04:00,244.51,244.8,241.805,243.6,15641517,1771.09,1788.3379,1760.27,1781.5935,2931765,184.62,186.73,182.8,186.38,10028450,1260.01,1262.9,1252.35,1259.09,873257,271.81,274.02,268.8,271.49,4352131
2019-10-25 00:00:00-04:00,243.16,246.73,242.88,246.58,15414721,1697.55,1764.21,1695.0,1762.0,8773821,185.83,189.0,185.0876,187.87,6891050,1252.0,1268.0,1249.15,1264.28,1111234,270.68,277.77,270.18,276.88,4248928
2019-10-28 00:00:00-04:00,247.42,249.25,246.72,249.04,22187260,1750.7,1778.7,1742.5,1777.04,3399815,187.2,189.53,185.08,189.46,11722063,1275.16,1299.24,1272.31,1289.465,2434833,278.05,285.75,277.35,281.93,5916130
2019-10-29 00:00:00-04:00,248.97,249.75,242.57,243.29,32725739,1775.0,1777.0,1755.81,1763.04,2063458,191.69,192.53,188.47,189.32,12514972,1276.0,1280.8,1255.61,1260.67,2350512,281.87,284.41,277.545,281.2,4050973
2019-10-30 00:00:00-04:00,244.76,245.3,241.21,243.29,25443913,1760.24,1782.38,1759.115,1780.0,2194972,189.56,190.45,185.98,188.18,20020339,1255.15,1268.015,1250.65,1260.62,1216120,284.34,293.49,283.0,291.45,8937016
2019-10-31 00:00:00-04:00,247.24,249.17,237.26,248.84,29688327,1775.99,1792.0,1771.4753,1777.1431,2375710,196.7,198.09,188.25,191.68,38226966,1260.0,1266.5157,1249.48,1258.79,1048321,291.0,291.45,284.78,287.44,4622291
2019-11-01 00:00:00-04:00,249.54,255.93,249.16,255.84,33985331,1788.01,1797.445,1785.279,1791.47,2375327,192.85,194.11,189.91,193.69,19278486,1265.8,1273.0,1259.71,1272.98,1074648,288.7,289.12,283.02,286.975,5129507
2019-11-04 00:00:00-05:00,257.33,257.845,255.38,257.48,23618001,1801.5,1815.06,1801.01,1805.27,2513437,194.55,197.3672,193.8119,194.72,15532371,1276.11,1292.5,1276.11,1289.61,1178212,288.0,295.39,287.16,292.99,5110430
2019-11-05 00:00:00-05:00,257.05,258.19,256.32,257.15,17738372,1809.16,1810.25,1794.0,1801.7,1650756,195.37,195.75,193.6,194.33,8464929,1291.2,1297.24,1289.38,1291.45,985981,289.99,291.19,286.31,288.03,3685414
2019-11-06 00:00:00-05:00,256.84,257.49,255.365,257.24,15328064,1801.0,1802.5,1788.58,1795.94,1790400,194.03,194.37,191.35,191.54,9013854,1290.05,1292.99,1282.27,1290.75,901847,288.19,290.56,285.84,288.59,2950826
2019-11-07 00:00:00-05:00,258.74,260.35,258.11,259.5,22267200,1803.76,1805.9,1783.48,1788.2,2365870,191.91,193.44,189.47,190.42,11424516,1295.0,1322.65,1293.75,1306.94,1821017,290.7,298.19,288.2679,289.58,5518868
2019-11-08 00:00:00-05:00,258.69,260.44,256.85,260.14,15896858,1787.89,1789.88,1774.04,1785.88,1930135,190.0,192.34,189.7,190.88,9819379,1301.52,1317.11,1301.52,1308.97,1339515,288.73,293.99,287.505,291.57,3882499
2019-11-11 00:00:00-05:00,258.3,262.47,258.28,262.2,19401290,1778.1,1780.0,1767.13,1771.9,1776035,189.93,190.08,188.54,189.6,7915131,1302.0,1304.9,1295.8701,1298.24,673798,289.16,296.36,288.5,294.18,3608028
2019-11-12 00:00:00-05:00,261.55,262.79,260.92,261.98,19425255,1774.66,1786.22,1771.91,1778.23,1830806,190.1,195.06,189.74,194.54,16163287,1298.57,1309.35,1294.24,1297.65,908519,295.32,295.345,288.7,291.9,5471614
2019-11-13 00:00:00-05:00,261.13,264.78,261.07,264.47,24029891,1773.39,1775.0,1747.3217,1753.4,2777022,194.7,195.7,192.74,193.21,9726545,1293.18,1302.52,1292.147,1295.82,937383,291.03,293.41,281.14,283.02,8859834
2019-11-14 00:00:00-05:00,263.75,264.88,262.1,262.69,20368211,1750.27,1766.5931,1749.56,1754.65,2017087,192.93,194.03,191.45,193.12,7665115,1294.89,1315.72,1293.94,1309.46,1332670,283.31,290.63,283.22,289.66,6162245
2019-11-15 00:00:00-05:00,263.68,265.78,263.01,265.75,23136341,1760.05,1761.68,1732.86,1739.08,3623321,194.23,195.3,193.38,195.0895,10040438,1315.05,1333.52,1311.89,1333.21,1531776,290.59,295.8186,287.568,295.0,6080455
2019-11-18 00:00:00-05:00,265.8,267.43,264.23,267.12,18045658,1738.3,1753.7,1722.71,1752.86,2585138,194.56,198.63,193.05,197.46,14489833,1332.34,1333.92,1316.16,1319.57,1051985,295.81,304.99,293.28,302.62,7959540
2019-11-19 00:00:00-05:00,267.9,268.0,265.3926,266.29,14685205,1756.99,1760.68,1743.03,1753.16,1854190,197.4,200.0,196.86,199.33,16970875,1326.25,1326.63,1311.77,1312.37,859067,304.01,305.6699,298.5201,302.54,5245156
2019-11-20 00:00:00-05:00,265.54,266.083,260.4,263.22,22181038,1749.14,1762.524,1734.12,1746.6335,2321723,198.58,199.59,195.43,197.5,10748544,1310.0,1313.21,1289.21,1301.94,1179703,301.01,308.25,301.0,305.29,4655478
2019-11-21 00:00:00-05:00,263.71,264.005,261.18,262.01,25411879,1743.0,1746.87,1730.36,1735.0,2377252,197.42,199.09,196.86,197.93,10477726,1299.25,1311.12,1290.75,1299.69,1001795,305.9,312.69,304.2622,311.7,7140056
2019-11-22 00:00:00-05:00,262.59,263.18,260.84,261.84,14301792,1739.0,1746.43,1731.0,1745.85,2165005,198.38,199.3,197.62,198.88,7930358,1303.8,1306.9,1289.3625,1294.16,910422,309.1,311.4,304.41,310.49,5690157
2019-11-25 00:00:00-05:00,262.71,266.44,262.52,266.42,15137109,1753.25,1777.42,1753.24,1773.69,2906729,199.515,200.97,199.25,199.75,13337281,1296.26,1310.41,1295.61,1305.65,846581,308.83,315.73,305.25,315.68,7288534
2019-11-26 00:00:00-05:00,266.94,267.16,262.5,264.1,14856696,1779.92,1797.03,1778.35,1796.99,2708603,200.0,200.15,198.0387,198.8,7717611,1308.64,1314.01,1304.04,1313.01,665908,315.0,316.5,311.69,312.02,3923312
2019-11-27 00:00:00-05:00,265.58,267.98,265.31,267.8999,14459464,1801.0,1824.5,1797.31,1818.23,2769246,199.79,203.14,199.42,202.0,11592729,1315.04,1317.64,1309.4742,1312.46,754719,313.5,316.82,312.75,315.93,3752029
2019-11-29 00:00:00-05:00,266.6,268.0,265.9,267.18,8827719,1817.78,1823.98,1800.79,1800.96,1594416,201.58,203.8,201.25,201.66,6818030,1306.6,1309.95,1303.32,1304.2,498559,315.78,316.62,313.34,314.71,2132215
2019-12-02 00:00:00-05:00,267.27,268.25,263.45,264.09,20260941,1804.0,1805.55,1762.68,1781.61,3420336,202.13,202.18,198.05,199.69,9914187,1300.0,1305.44,1280.38,1288.86,1030330,314.39,314.39,303.75,310.02,5615521
2019-12-03 00:00:00-05:00,258.31,259.53,256.29,259.52,25772086,1761.13,1772.87,1747.23,1770.33,3215969,197.6,198.93,195.08,198.83,10543904,1278.66,1297.23,1277.05,1293.86,1025953,302.22,307.36,301.88,306.13,4468516
2019-12-04 00:00:00-05:00,261.07,263.31,260.68,261.74,14623003,1774.01,1789.0894,1760.2201,1760.48,2387073,200.0,200.0288,198.05,198.7,7647338,1306.6,1324.27,1303.0511,1318.3,1583027,308.43,308.43,303.2727,304.28,3311043
2019-12-05 00:00:00-05:00,263.79,265.89,262.73,265.58,15381351,1763.5,1763.5,1740.0,1740.48,2472575,199.86,201.29,198.2126,199.37,8290537,1327.0,1327.98,1314.32,1327.56,1093977,305.27,306.48,298.81,302.87,4356286
2019-12-06 00:00:00-05:00,267.48,271.0,267.3,270.7,23057888,1752.33,1754.4,1740.13,1751.59,2739956,200.5,201.57,200.06,201.04,10470491,1332.75,1342.47,1331.23,1339.41,1392309,304.7,307.8495,302.6,307.27,4082452
2019-12-09 00:00:00-05:00,270.0,270.8,264.91,266.92,27858494,1750.66,1766.8918,1745.61,1749.42,2123839,200.65,203.1418,200.21,201.33,9900507,1339.0,1357.553,1336.07,1342.93,1174949,307.35,311.49,302.44,302.4795,5221077
2019-12-10 00:00:00-05:00,268.6,270.07,265.86,268.62,20404044,1747.4,1750.67,1735.0,1739.49,2186409,201.66,202.05,200.15,200.9,8273906,1339.94,1348.0,1334.0,1343.14,724538,296.12,298.94,292.02,293.33,9961504
2019-12-11 00:00:00-05:00,268.81,271.1,268.5,270.74,17110774,1741.67,1750.0,1735.7102,1748.9,1716841,200.57,202.63,200.28,202.21,6790583,1348.3,1349.89,1341.1,1344.12,679053,294.35,299.43,294.2,298.86,5013366
2019-12-12 00:00:00-05:00,267.79,272.5599,267.321,271.46,30907462,1750.7,1764.0,1745.44,1760.18,2695799,202.35,203.66,194.1,196.67,21774628,1344.34,1354.58,1338.2001,1348.05,1235466,295.67,299.165,295.06,298.44,4352852
2019-12-13 00:00:00-05:00,271.46,275.3,270.93,275.26,29835265,1765.0,1768.99,1755.0,1760.93,2377943,196.31,196.8,193.17,194.21,17060438,1346.94,1351.35,1341.66,1346.87,1077763,298.5,301.8,297.25,298.5,3562853
2019-12-16 00:00:00-05:00,276.99,280.79,276.98,279.86,26824132,1767.0,1769.5,1757.05,1769.21,2730112,195.27,199.12,194.81,197.92,11211461,1355.0,1363.53,1350.61,1360.69,1094717,300.85,305.71,298.63,304.1,4193124
2019-12-17 00:00:00-05:00,279.57,281.77,278.8,280.42,24453671,1778.01,1792.0,1777.39,1790.66,3202975,198.84,199.0,196.13,198.38,8689927,1362.41,1364.33,1350.77,1354.95,1188918,307.36,316.8,306.6,315.41,9205110
2019-12-18 00:00:00-05:00,279.8,281.9,279.12,279.71,22974624,1795.45,1797.86,1782.36,1782.36,2834170,200.09,204.3,200.09,202.36,18952124,1356.99,1359.43,1350.46,1351.46,774922,316.21,325.36,315.6,320.4,9533982
2019-12-19 00:00:00-05:00,279.61,281.18,278.95,280.03,17776673,1780.5,1792.99,1774.06,1792.29,1947166,202.86,206.3,202.51,206.06,14359765,1351.91,1357.5259,1348.7507,1356.52,900759,324.5,332.83,324.18,332.22,9055967
2019-12-20 00:00:00-05:00,282.23,282.65,278.56,279.28,34326205,1799.64,1802.97,1782.45,1786.57,3782377,207.48,207.71,203.43,206.29,22032010,1363.1,1364.0,1350.73,1351.21,1890018,335.0,338.0,330.6,336.97,8646252
2019-12-23 00:00:00-05:00,280.53,284.25,280.3735,283.97,18929964,1788.26,1793.0,1784.51,1793.0,1759437,206.7,208.59,205.68,206.18,9744492,1358.73,1361.854,1348.0,1350.27,617304,337.76,337.95,331.0201,333.1,4865402
2019-12-24 00:00:00-05:00,284.69,284.89,282.9197,284.2762,9678447,1793.81,1795.57,1787.575,1789.63,800738,206.3,206.79,205.0,205.15,3999834,1350.21,1352.01,1344.165,1344.74,597751,334.01,335.7,331.6,333.28,1887333
2019-12-26 00:00:00-05:00,284.78,289.98,284.7,289.91,20772521,1801.2,1870.46,1799.5,1869.02,6125518,205.51,207.82,205.31,207.79,7525951,1346.55,1363.2,1345.51,1362.16,916263,334.6,336.4623,332.01,332.62,3268244
2019-12-27 00:00:00-05:00,291.12,293.97,288.12,289.83,32927275,1882.92,1901.4,1866.01,1869.26,5755838,208.6697,208.93,206.5875,208.1,8717172,1364.0,1367.07,1353.0,1354.64,857102,332.96,333.82,326.01,329.09,4620963
2019-12-30 00:00:00-05:00,289.46,292.69,285.22,291.647,33920736,1874.0,1884.0,1840.62,1847.18,3444132,207.96,207.96,203.9001,204.41,9184949,1356.81,1357.0,1337.835,1340.47,827915,329.08,329.185,322.86,323.31,3879738
2019-12-31 00:00:00-05:00,289.93,293.68,289.52,293.37,21437960,1841.99,1853.26,1832.23,1847.64,2138549,203.995,205.56,203.6001,205.09,7032528,1335.79,1340.66,1332.13,1338.12,721255,322.0,324.916,321.09,323.53,3228786
2020-01-02 00:00:00-05:00,296.24,300.6,295.19,300.58,30589026,1874.79,1898.0,1864.15,1897.71,3583611,206.75,209.79,206.27,209.78,10718923,1348.41,1368.68,1346.49,1368.68,1175007,326.32,329.98,324.78,329.82,3966616
2020-01-03 00:00:00-05:00,297.15,300.58,296.5,297.38,31609363,1864.5,1886.1965,1864.5,1874.93,3293469,207.2135,210.4,206.95,208.51,10045001,1348.0,1373.75,1347.3236,1360.4,969060,326.78,329.8599,325.53,325.9,3453110
2020-01-06 00:00:00-05:00,293.79,299.96,292.75,299.78,27487207,1860.0,1903.69,1860.0,1903.33,3598872,206.7,212.78,206.52,212.5855,14622198,1352.35,1398.32,1351.0,1397.43,1563510,323.12,336.36,321.2,335.83,5216762
2020-01-07 00:00:00-05:00,299.84,300.9,297.48,298.27,23877417,1904.5,1913.89,1892.0433,1906.86,3569706,212.82,214.58,211.75,213.05,12505490,1400.46,1403.5,1391.555,1395.55,1432360,336.47,336.7,330.3,330.775,4064861
2020-01-08 00:00:00-05:00,297.16,304.4399,297.156,303.15,29547763,1898.68,1910.9999,1886.4448,1892.09,3100021,213.0,216.24,212.6121,215.3,10538308,1394.82,1411.85,1392.63,1405.48,1446991,331.49,342.7,331.05,339.14,6591467
2020-01-09 00:00:00-05:00,307.25,310.43,306.2,309.71,39240341,1909.89,1917.82,1895.8038,1901.0,2913887,217.54,218.38,216.278,218.31,10775476,1421.0,1428.68,1410.21,1420.15,1277576,342.0,343.4196,334.6101,335.6448,4213754
2020-01-10 00:00:00-05:00,310.6,312.67,308.25,310.37,32981826,1905.37,1906.94,1880.0,1882.98,2652859,219.2,219.88,217.42,218.07,10917555,1427.61,1434.94,1419.5977,1429.37,1181674,337.13,338.5,327.27,329.09,4279731
2020-01-13 00:00:00-05:00,311.66,317.07,311.15,316.97,28105058,1891.31,1898.0,1880.8,1891.41,2515868,219.5965,221.97,219.21,221.96,12719407,1436.15,1441.48,1425.37,1440.71,1237464,331.8,340.85,331.51,338.94,5485620
2020-01-14 00:00:00-05:00,316.7,317.57,312.17,312.69,37279469,1885.96,1887.11,1858.55,1869.2,3123178,221.61,222.38,218.63,219.06,10970123,1440.0,1442.63,1427.77,1430.36,996479,344.3,345.38,335.52,338.73,6678976
2020-01-15 00:00:00-05:00,311.85,315.5,309.55,311.5,28107488,1872.13,1878.86,1855.09,1862.01,2658380,220.61,221.68,220.14,221.21,8292745,1432.01,1440.78,1431.66,1439.21,890369,338.68,343.17,336.6,339.19,4134366
2020-01-16 00:00:00-05:00,313.59,315.7,312.09,315.33,24013095,1882.99,1885.59,1866.02,1877.95,2419044,222.57,222.63,220.39,221.86,8272426,1445.45,1450.7,1440.0,1450.7,1046607,343.33,343.555,335.85,338.76,4068341
2020-01-17 00:00:00-05:00,316.27,318.74,315.0,318.67,30204740,1885.89,1886.64,1857.25,1864.71,3437411,221.93,222.29,220.53,222.13,12596882,1462.54,1480.55,1456.55,1479.75,1859630,341.0,341.57,337.38,339.65,4262830
2020-01-21 00:00:00-05:00,317.19,319.02,316.0,316.55,44685529,1865.0,1894.27,1860.0,1892.55,5977747,222.155,222.37,219.12,221.47,22381418,1479.0,1489.8845,1470.21,1482.75,3008277,340.23,341.0,332.59,338.33,19848895
2020-01-22 00:00:00-05:00,318.75,319.99,317.31,317.7,44852758,1896.09,1902.5,1883.34,1887.46,5797891,222.31,222.75,221.28,221.29,21016884,1489.73,1500.5812,1482.6614,1483.56,2455503,332.55,336.3,323.6,326.0,40184334
2020-01-23 00:00:00-05:00,317.86,319.56,315.65,319.2899,41293070,1885.11,1889.975,1872.76,1884.58,4048982,220.75,221.485,219.27,219.67,16366956,1486.81,1493.5,1480.32,1484.02,2023981,326.04,349.88,325.01,349.6,33975904
2020-01-24 00:00:00-05:00,320.25,323.33,317.5188,318.33,67508467,1890.28,1894.99,1847.44,1861.64,6851714,220.7,221.78,216.11,217.929,20550870,1492.82,1494.2,1463.1796,1466.05,2639503,348.19,359.85,345.88,353.14,33263025
2020-01-27 00:00:00-05:00,310.06,311.77,304.88,308.96,35107297,1820.5,1841.0,1815.34,1828.89,3002750,213.1,216.06,212.5,214.87,10849409,1429.05,1436.58,1419.5,1431.43,1387791,345.95,351.9,341.02,342.99,6784033
2020-01-28 00:00:00-05:00,312.6,318.4,312.19,317.76,30754951,1840.5,1858.11,1830.02,1853.33,2356589,216.15,218.74,213.52,217.79,11092215,1441.74,1454.8,1430.36,1449.61,1032588,345.88,352.4,342.78,348.52,5880342
2020-01-29 00:00:00-05:00,324.45,327.85,321.38,324.32,47978319,1864.0,1874.75,1855.02,1858.0,1820096,221.44,224.2,218.45,223.31,23664436,1458.46,1464.14,1445.385,1456.47,859580,348.88,349.4,338.55,343.23,7057499
2020-01-30 00:00:00-05:00,320.65,324.09,318.75,323.8762,29370141,1858.0,1872.87,1850.61,1870.8896,3255311,206.53,211.43,204.75,209.58,45513307,1440.47,1455.25,1435.0,1454.3,1200060,341.1,348.2,339.25,347.7,4261719
2020-01-31 00:00:00-05:00,320.95,322.68,308.29,309.33,46153891,2051.47,2055.72,2002.27,2007.75,14449332,208.43,208.69,201.06,201.89,28269569,1467.86,1469.67,1427.1115,1432.68,1831153,347.39,347.39,340.98,345.05,4506778
2020-02-03 00:00:00-05:00,304.3,313.49,302.22,308.71,40308612,2010.6,2048.5,2000.25,2003.25,5527745,203.44,205.14,202.5,204.19,13665236,1461.65,1486.3,1456.61,1482.6,2706199,347.24,359.63,346.28,357.79,5788805
2020-02-04 00:00:00-05:00,315.31,319.64,313.6345,318.86,30865583,2029.81,2059.8,2015.37,2049.78,4958935,206.6165,210.6,205.2025,209.87,16696516,1453.56,1467.335,1422.03,1446.37,4250996,361.0,369.57,356.0964,368.95,6102369
2020-02-05 00:00:00-05:00,323.52,324.4,318.95,321.58,26442843,2071.02,2071.02,2032.0,2039.62,3950987,212.51,212.73,208.71,210.23,10556870,1463.61,1464.58,1429.675,1446.83,1639018,375.125,375.25,362.3,369.72,5647099
2020-02-06 00:00:00-05:00,322.57,325.22,320.2648,325.21,23365266,2041.02,2056.3,2024.8,2050.37,2827062,210.47,211.19,209.338,210.87,9388014,1451.98,1481.56,1450.48,1476.195,1672144,369.6,371.5499,362.505,367.12,3646260
2020-02-07 00:00:00-05:00,322.37,323.4,318.0,320.04,27107613,2041.99,2098.53,2038.1,2079.21,4794674,210.3,212.82,209.93,212.34,10289554,1467.385,1485.245,1465.41,1479.22,1263022,365.04,371.8,363.57,366.77,3538534
2020-02-10 00:00:00-05:00,314.18,321.54,313.85,321.54,23748626,2085.01,2135.6,2084.96,2134.55,4671496,211.52,213.8,210.66,213.1,8937162,1474.88,1508.88,1474.88,1508.87,1432885,365.0,374.8,362.52,371.2301,4078144
2020-02-11 00:00:00-05:00,323.6,323.9,318.71,319.61,21422946,2150.9,2185.95,2136.0,2152.27,5584290,210.19,210.86,206.5102,207.15,23868172,1512.08,1529.8799,1505.4501,1510.15,1520982,373.55,378.11,369.72,373.72,4409526
2020-02-12 00:00:00-05:00,321.62,327.21,321.47,327.2,24425223,2163.95,2180.2495,2155.29,2161.34,3101082,207.85,211.22,207.4,210.755,12022419,1515.86,1520.3,1508.67,1519.43,963211,377.18,380.62,375.88,380.12,4375226
2020-02-13 00:00:00-05:00,324.19,326.22,323.35,324.91,21088852,2146.0,2170.28,2142.0,2151.12,2688038,209.5235,214.3259,209.18,213.12,13708195,1510.0,1525.946,1504.0,1513.54,867781,376.96,385.37,376.51,381.27,4142820
2020-02-14 00:00:00-05:00,324.74,325.98,322.85,324.94,17502899,2155.68,2159.0352,2125.89,2135.48,2362540,214.0,214.93,212.65,214.18,8864827,1514.53,1520.05,1505.55,1519.6,907962,381.47,385.15,379.4342,380.4,3403125
2020-02-18 00:00:00-05:00,315.36,319.75,314.61,319.0,34217504,2127.98,2166.07,2124.105,2155.67,2674865,213.55,217.975,213.4,217.76,14599279,1514.34,1530.555,1511.01,1519.44,925550,379.3,389.54,379.19,387.77,4876911
2020-02-19 00:00:00-05:00,320.0,324.57,320.0,323.62,19929550,2167.8,2185.1,2161.12,2170.21,2261147,217.99,218.32,216.11,217.5,10661511,1527.2,1530.74,1520.976,1524.88,867569,388.3,392.95,384.9,386.37,4604644
2020-02-20 00:00:00-05:00,322.55,324.65,318.21,320.3,22805445,2172.67,2176.79,2127.45,2153.59,2908965,216.52,218.765,212.945,214.58,11865419,1519.01,1527.07,1504.255,1516.97,1070453,386.56,389.7,376.68,386.0,3864989
2020-02-21 00:00:00-05:00,318.62,320.45,310.5,313.03,29739870,2141.0,2144.55,2088.0,2095.97,4363040,213.48,214.237,208.8305,210.16,12739985,1504.58,1510.945,1478.49,1483.47,1848233,385.33,387.32,377.9008,379.94,3612847
2020-02-24 00:00:00-05:00,297.26,304.18,289.23,298.17,49427633,2003.18,2039.295,1987.9742,2008.74,6047539,201.8,203.65,198.17,200.73,20406271,1423.05,1436.38,1406.79,1419.37,2152983,364.76,372.82,361.0,368.67,5734458
2020-02-25 00:00:00-05:00,300.95,302.53,286.13,288.08,52521891,2026.42,2034.6,1958.42,1970.65,5858950,202.47,203.5,195.9537,196.64,18833578,1431.0,1436.847,1380.42,1386.22,2106339,372.0,375.65,357.72,360.09,5899938
