time,fin_stocks,faang_stocks
2017-10-20,0.01875964858679785,-0.00035148414423735735
2017-10-23,-0.0036065394364405423,-0.013178265519424049
2017-10-24,0.005027979143989059,0.008066800062644663
2017-10-25,0.00776219835690134,-0.004620942487327962
2017-10-26,0.011585071065751518,0.0026916292033587253
2017-10-27,0.010015711439096048,0.0549316895713627
2017-10-30,0.0056507385338090965,0.007176549628016838
2017-10-31,0.014630386924007893,0.0003171576770991228
2017-11-01,-0.0028003592397830845,0.003232923919801589
2017-11-02,-0.004381785677841643,-0.0028425749369322515
2017-11-03,0.012128199919919203,0.010393276809592678
2017-11-06,0.009409423161421016,0.003901040294767433
2017-11-07,-0.0039424721661967255,-0.00130279224996559
2017-11-08,0.0018167630030160864,0.0044267401383579095
2017-11-09,0.004401485728731086,-0.0060547349364941105
2017-11-10,0.007588471892780085,-0.005637836943521823
2017-11-13,0.004452367514519884,0.003003098260493387
2017-11-14,0.0016654841491502148,-0.0017796806709553974
2017-11-15,-0.004286288962533552,-0.009096446214615096
2017-11-16,0.027137220758552905,0.011794626486272898
2017-11-17,0.0046125188441122345,-0.007885693047406096
2017-11-20,0.005834937540301344,-0.00017550745357781676
2017-11-21,0.029808831114036927,0.014596952344212523
2017-11-22,-0.00016570086375783388,0.004311615461719653
2017-11-24,0.008472332661071447,0.007681985297904958
2017-11-27,-0.04131681613727681,0.003058094355170837
2017-11-28,0.013459888683321153,0.0003587303272645891
2017-11-29,-0.0519824738272234,-0.03351104306966344
2017-11-30,0.015409441662786905,0.006448657397179525
2017-12-01,-0.009809231121394285,-0.008346516108271551
2017-12-04,-0.04128844567251527,-0.01577825395343333
2017-12-05,0.011563888080621976,0.004477065627735266
2017-12-06,0.013735847391282419,0.008909519912098651
2017-12-07,0.016450874715530084,0.008395045091446883
2017-12-08,-0.00352188122525382,0.0034790956449836097
2017-12-11,0.003989784590774065,0.0031918072234428984
2017-12-12,0.004951447267010967,-0.00507484568389791
2017-12-13,-0.012350468180158197,0.004755007513383069
2017-12-14,0.006428050452609413,0.005094894049729338
2017-12-15,0.007405247051796404,0.0072398762033013325
2017-12-18,0.003668304504218095,0.008970612083767949
2017-12-19,-0.013864511486545494,-0.009083398593898395
2017-12-20,-0.010668375766413413,-0.002707622085464511
2017-12-21,0.0008514889685840854,-0.0008748389745832032
2017-12-22,-0.004458878401036065,-0.0003068801730425008
2017-12-26,0.0020561118912677534,-0.00794284852479883
2017-12-27,0.00839758970408555,-0.00020393680688224306
2017-12-28,-0.004517791345412636,0.007946389928359254
2017-12-29,-0.004952568373403049,-0.007541225962969999
2018-01-02,0.012400287418824485,0.0255957983638238
2018-01-03,0.023322000251894848,0.012868993895849635
2018-01-04,0.009229119825283794,0.0033546319773934746
2018-01-05,0.03690197301421333,0.014797531060833214
2018-01-08,0.0007993446738855103,0.006568854532328206
2018-01-09,0.0011109354943845406,-0.002038706931453849
2018-01-10,0.0004690976477114972,0.0025645623186192346
2018-01-11,0.01365375972757249,0.009366257005225444
2018-01-12,-0.0013701875395439322,0.004541067445505353
2018-01-16,-0.011125338913862748,-0.001780821471651706
2018-01-17,0.017663822851154143,-0.001285753337648399
2018-01-18,0.006663858939633949,0.004454519129244794
2018-01-19,0.01795143795393153,0.0023919327348921994
2018-01-22,0.02215104054624173,0.01799916685257044
2018-01-23,-0.0018399471966379088,0.031766683182018675
2018-01-24,-0.00557915122140798,0.0010081232982660723
2018-01-25,0.00995891489700601,0.008510939908556427
2018-01-26,0.012626331621859999,0.011036913627347912
2018-01-29,-0.011710533720845462,0.0012310754431655421
2018-01-30,-0.005756818220381182,-0.002591868973699829
2018-01-31,0.01670233695871387,-0.002666929474818147
2018-02-01,-0.02533853509171974,-0.006386260236189933
2018-02-02,-0.023562264202276834,-0.014433029723524938
2018-02-05,-0.039583468602756994,-0.03961381168486418
2018-02-06,0.02273661190631432,0.03381157020015229
2018-02-07,-0.0013805547684122565,-0.020199123731388057
2018-02-08,-0.047773100328534795,-0.0443863596777552
2018-02-09,0.021073408788448822,0.012117604590029663
2018-02-12,0.01270650988068528,0.024647013768813463
2018-02-13,0.015908549666485777,0.002175405286855936
2018-02-14,0.014647025890592719,0.025839047612445397
2018-02-15,0.024210004442329847,0.023171496945706107
2018-02-16,-0.00037135026837764595,-0.005971135497721946
